Gene	V2
SENP3	2055
SENP5	4131
SENP6	3060
SENP7	3384
SENP8	1950
SEPHS1	1470
SEPHS2	2044
SEPSECS	2567
SEPTIN1	1410
SEPTIN10	1830
SEPTIN11	3412
SEPTIN12	658
SEPTIN2	1796
SEPTIN3	4016
SEPTIN4	1223
SEPTIN5	1831
SEPTIN6	1667
SEPTIN7	1082
SEPTIN8	3440
SEPTIN9	2676
SERAC1	2780
SERBP1	2002
SERF1A	907
SERF2	511
SERGEF	1008
SERHL	2243
SERINC1	2925
SERINC3	2986
SERP1	2619
SERPINA1	1390
SERPINA10	3184
SERPINA12	1579
SERPINA3	1407
SERPINA4	1612
SERPINA5	2011
SERPINA6	1134
SERPINA7	1603
SERPINB1	1548
SERPINB10	994
SERPINB11	982
SERPINB12	1048
SERPINB13	1687
SERPINB2	562
SERPINB3	1507
SERPINB4	823
SERPINB5	2386
SERPINB6	1218
SERPINB7	361
SERPINB8	1908
SERPINB9	3943
SERPINC1	768
SERPIND1	2003
SERPINE1	2990
SERPINE2	1811
SERPINF1	891
SERPINF2	2071
SERPING1	1491
SERPINH1	2027
SERPINI1	1603
SERPINI2	1637
SERTAD1	1884
SERTAD2	4770
SERTAD3	1145
SERTAD4	2674
SESN1	2678
SESN2	3262
SESN3	6677
SESTD1	1453
SET	1658
SETBP1	5419
SETD1A	5730
SETD1B	7301
SETD2	7023
SETD3	1927
SETD4	1006
SETD5	3815
SETD6	1730
SETD7	6637
SETD9	650
SETDB1	2524
SETDB2	5939
SETMAR	1309
SETX	10425
SEZ6	2449
SEZ6L	6107
SEZ6L2	3455
SF1	2417
SF3A1	1933
SF3A2	1376
SF3A3	1730
SF3B1	3116
SF3B2	2515
SF3B3	1529
SF3B4	1337
SF3B5	490
SF3B6	457
SFI1	2074
SFMBT1	3531
SFMBT2	3574
SFN	1108
SFPQ	2131
SFR1	1217
SFRP1	4264
SFRP2	1796
SFRP4	1939
SFRP5	1683
SFSWAP	2863
SFT2D1	772
SFT2D3	3546
SFTPB	1947
SFTPC	661
SFTPD	1083
SFXN1	1446
SFXN2	1826
SFXN3	2822
SFXN4	1294
SFXN5	2350
SGCA	1113
SGCB	2567
SGCD	4965
SGCE	1423
SGCG	1424
SGCZ	3906
SGF29	933
SGIP1	1269
SGK1	1725
SGK2	1920
SGK3	2142
SGMS2	2276
SGO1	1719
SGO2	3688
SGPL1	5255
SGPP1	3136
SGPP2	4783
SGSH	2626
SGSM1	3662
SGSM2	4395
SGSM3	1970
SGTA	1982
SGTB	3001
SH2B1	2507
SH2B2	1745
SH2B3	5206
SH2D1A	1468
SH2D1B	2331
SH2D2A	1074
SH2D3A	1705
SH2D3C	2532
SH2D4A	1855
SH3BGR	435
SH3BGRL	1233
SH3BGRL2	4403
SH3BGRL3	551
SH3BP1	2521
SH3BP2	2360
SH3BP4	3801
SH3BP5	2483
SH3BP5L	2925
SH3D19	4043
SH3D21	3036
SH3GL1	2300
SH3GL1P1	954
SH3GL1P2	882
SH3GL2	2417
SH3GL3	1493
SH3GLB1	2521
SH3GLB2	1296
SH3KBP1	2946
SH3PXD2A	8807
SH3RF1	3836
SH3RF2	2621
SH3TC1	3510
SH3TC2	810
SH3YL1	1138
SHANK1	1580
SHANK2	5414
SHANK3	6923
SHARPIN	1051
SHB	5784
SHBG	614
SHC1	2022
SHC2	2294
SHC3	5478
SHCBP1	2721
SHCBP1L	1328
SHD	2377
SHE	5613
SHF	1731
SHFL	1702
SHH	3267
SHISA3	2122
SHISA4	919
SHISA5	1622
SHISAL1	6653
SHKBP1	1816
SHLD1	805
SHLD2	3156
SHMT1	1867
SHMT2	1698
SHOC1	4860
SHOC2	2220
SHOX	2153
SHOX2	2996
SHPK	3602
SHQ1	2122
SHROOM1	3203
SHROOM2	5651
SHROOM3	3923
SHROOM4	7795
SHTN1	2884
SI	2119
SIAE	2828
SIAH1	1899
SIAH2	2111
SIDT1	3321
SIDT2	3461
SIGIRR	1151
SIGLEC1	6440
SIGLEC10	2590
SIGLEC11	2680
SIGLEC12	2069
SIGLEC5	1775
SIGLEC6	2743
SIGLEC7	1429
SIGLEC8	2642
SIGLEC9	1478
SIGMAR1	1386
SIK2	6513
SIK3	4834
SIKE1	1612
SIL1	1102
SIM1	4131
SIM2	2035
SIN3A	4574
SIN3B	3649
SINHCAF	1678
SIPA1	2080
SIPA1L1	2787
SIPA1L2	6018
SIPA1L3	6184
SIRPA	3749
SIRPB1	1474
SIRPD	445
SIRPG	1136
SIRT1	3573
SIRT2	1618
SIRT3	1491
SIRT4	1017
SIRT5	1552
SIRT6	1301
SIRT7	1687
SIT1	1024
SIVA1	562
SIX1	2594
SIX2	2006
SIX3	2513
SIX4	2894
SIX5	2822
SIX6	2392
SKA1	2007
SKA3	1980
SKAP1	1342
SKAP2	1937
SKI	5024
SKIL	2596
SKIV2L	3067
SKP1	541
SKP2	2098
SLA	2394
SLA2	2442
SLAIN1	1482
SLAIN2	1335
SLAMF1	2032
SLAMF6	2495
SLAMF7	2441
SLAMF8	2341
SLAMF9	528
SLBP	1379
SLC10A1	1802
SLC10A2	3150
SLC10A3	1920
SLC10A4	1920
SLC10A7	1907
SLC11A1	1602
SLC11A2	2773
SLC12A1	1976
SLC12A2	4736
SLC12A3	4505
SLC12A4	3084
SLC12A5	232
SLC12A6	6284
SLC12A7	4835
SLC12A8	2053
SLC12A9	2299
SLC13A1	2634
SLC13A2	1953
SLC13A3	2816
SLC13A4	1815
SLC14A1	1570
SLC14A2	2290
SLC15A1	2788
SLC15A2	2492
SLC15A3	861
SLC15A4	2082
SLC16A1	3437
SLC16A10	2824
SLC16A11	1408
SLC16A13	1604
SLC16A14	2756
SLC16A2	3638
SLC16A3	1756
SLC16A4	1867
SLC16A5	1569
SLC16A6	2181
SLC16A7	6617
SLC16A8	580
SLC16A9	3888
SLC17A1	1352
SLC17A2	1895
SLC17A3	1036
SLC17A4	3003
SLC17A5	3058
SLC17A6	1562
SLC17A7	2706
SLC17A8	3784
SLC17A9	2595
SLC18A1	1013
SLC18A2	3631
SLC18A3	2211
SLC18B1	2248
SLC19A1	2497
SLC19A2	3401
SLC19A3	1584
SLC1A1	2785
SLC1A2	7112
SLC1A3	3088
SLC1A4	4082
SLC1A5	2565
SLC1A6	3064
SLC1A7	2385
SLC20A1	2776
SLC20A2	2243
SLC22A1	1252
SLC22A11	1577
SLC22A12	2330
SLC22A13	1720
SLC22A14	1507
SLC22A15	3261
SLC22A16	1759
SLC22A17	1798
SLC22A18	1086
SLC22A18AS	742
SLC22A2	1478
SLC22A23	4677
SLC22A3	3034
SLC22A31	1663
SLC22A4	1822
SLC22A5	2872
SLC22A6	1453
SLC22A7	1160
SLC22A8	1843
SLC22A9	1762
SLC23A1	833
SLC23A2	4635
SLC23A3	2021
SLC24A1	3577
SLC24A2	10549
SLC24A3	3722
SLC24A4	5039
SLC25A1	1335
SLC25A10	1432
SLC25A11	1403
SLC25A12	1879
SLC25A13	2094
SLC25A14	1004
SLC25A15	2887
SLC25A16	2689
SLC25A17	1337
SLC25A18	2031
SLC25A19	1231
SLC25A2	1215
SLC25A20	1566
SLC25A21	1775
SLC25A22	2193
SLC25A23	2940
SLC25A24	3350
SLC25A25	3248
SLC25A26	1271
SLC25A27	806
SLC25A28	934
SLC25A29	1509
SLC25A3	1150
SLC25A31	1612
SLC25A32	2110
SLC25A33	3665
SLC25A36	2038
SLC25A37	2903
SLC25A38	1893
SLC25A39	1355
SLC25A3P1	425
SLC25A4	1925
SLC25A40	1656
SLC25A43	2091
SLC25A44	3143
SLC25A46	2277
SLC25A48	1862
SLC25A5	1107
SLC25A51	1156
SLC25A52	985
SLC25A6	1248
SLC26A1	2073
SLC26A10	1594
SLC26A2	7481
SLC26A3	1244
SLC26A4	4537
SLC26A6	2261
SLC26A7	2700
SLC26A8	1572
SLC26A9	4511
SLC27A2	2172
SLC27A3	1650
SLC27A4	3029
SLC27A5	507
SLC27A6	1946
SLC28A1	2030
SLC28A2	4171
SLC28A3	4762
SLC29A1	1667
SLC29A2	2225
SLC29A3	2065
SLC29A4	2562
SLC2A1	2083
SLC2A10	3452
SLC2A11	854
SLC2A12	5372
SLC2A13	6564
SLC2A14	2296
SLC2A2	1425
SLC2A3	2952
SLC2A4	3175
SLC2A4RG	1053
SLC2A5	1706
SLC2A6	2263
SLC2A7	1339
SLC2A8	1527
SLC2A9	1202
SLC30A1	5693
SLC30A10	2282
SLC30A2	3049
SLC30A3	2736
SLC30A4	6421
SLC30A5	2278
SLC30A6	3795
SLC30A7	7881
SLC30A8	1764
SLC30A9	2034
SLC31A1	4357
SLC31A2	1483
SLC32A1	2350
SLC33A1	2744
SLC34A1	1776
SLC34A2	2972
SLC34A3	1924
SLC35A1	1652
SLC35A2	1228
SLC35A3	3598
SLC35A4	1655
SLC35A5	1638
SLC35B1	926
SLC35B3	1855
SLC35B4	3843
SLC35C1	3123
SLC35C2	2000
SLC35D1	5993
SLC35D2	1371
SLC35E1	3884
SLC35E2A	4565
SLC35E3	4908
SLC35F1	4909
SLC35F2	2661
SLC35F3	2562
SLC35F5	3123
SLC35F6	3677
SLC35G1	2955
SLC35G2	1507
SLC35G3	1804
SLC35G5	1121
SLC36A1	3855
SLC36A2	1560
SLC36A4	2149
SLC37A1	2559
SLC37A2	2576
SLC37A3	2497
SLC37A4	2141
SLC38A1	5044
SLC38A10	3416
SLC38A11	521
SLC38A2	2992
SLC38A3	2753
SLC38A4	2157
SLC38A5	1209
SLC38A6	1241
SLC38A7	3328
SLC38A8	613
SLC38A9	1341
SLC39A1	1856
SLC39A10	2888
SLC39A11	1894
SLC39A12	2439
SLC39A13	1744
SLC39A14	4010
SLC39A2	866
SLC39A3	1062
SLC39A4	561
SLC39A6	3141
SLC39A7	2069
SLC39A8	2762
SLC39A9	4284
SLC3A1	3093
SLC3A2	1654
SLC40A1	3073
SLC41A2	1351
SLC41A3	1848
SLC43A1	1944
SLC43A2	3044
SLC43A3	1930
SLC44A1	5068
SLC44A2	2770
SLC44A3	1520
SLC44A4	2142
SLC44A5	3843
SLC45A1	2201
SLC45A2	944
SLC45A3	3101
SLC45A4	4404
SLC46A1	3832
SLC46A2	2096
SLC47A1	2929
SLC47A2	1298
SLC48A1	2289
SLC49A3	1623
SLC49A4	2300
SLC4A1	3655
SLC4A10	2557
SLC4A11	2846
SLC4A1AP	2374
SLC4A2	2355
SLC4A3	3715
SLC4A4	5370
SLC4A5	1920
SLC4A7	4033
SLC4A8	4906
SLC4A9	2638
SLC50A1	1018
SLC51A	1033
SLC51B	724
SLC52A1	2175
SLC52A2	1705
SLC52A3	2692
SLC5A1	4619
SLC5A10	2229
SLC5A11	2545
SLC5A12	2459
SLC5A2	1592
SLC5A3	11366
SLC5A4	1830
SLC5A5	3404
SLC5A6	1897
SLC5A7	2144
SLC5A8	3809
SLC5A9	2499
SLC66A1	1586
SLC66A1L	763
SLC66A2	2062
SLC66A3	1398
SLC6A1	4783
SLC6A11	3663
SLC6A12	1531
SLC6A13	873
SLC6A14	3655
SLC6A15	1540
SLC6A16	1656
SLC6A2	1978
SLC6A20	5225
SLC6A3	750
SLC6A4	3981
SLC6A5	3320
SLC6A6	5137
SLC6A7	2231
SLC6A8	2994
SLC6A9	1887
SLC7A1	6972
SLC7A10	1725
SLC7A11	6279
SLC7A13	1154
SLC7A14	9940
SLC7A2	7026
SLC7A3	2035
SLC7A4	2107
SLC7A5	4356
SLC7A6	2639
SLC7A6OS	3031
SLC7A7	1989
SLC7A8	2926
SLC7A9	1300
SLC8A1	3791
SLC8A2	3056
SLC8A3	3366
SLC8B1	2314
SLC9A1	4534
SLC9A2	5401
SLC9A3	4976
SLC9A3R1	1793
SLC9A3R2	1182
SLC9A5	2560
SLC9A6	4462
SLC9A7	6059
SLC9A7P1	3111
SLC9A8	4032
SLC9B1	1645
SLC9B2	2041
SLCO1A2	753
SLCO1B1	2587
SLCO1B3	395
SLCO1C1	2329
SLCO2A1	3134
SLCO2B1	2636
SLCO3A1	3003
SLCO4A1	2008
SLCO5A1	4229
SLCO6A1	1148
SLF1	2877
SLF2	4792
SLFN11	2997
SLFN12	1702
SLFN13	2852
SLFN5	5836
SLFNL1	1865
SLIRP	223
SLIT1	4684
SLIT2	6472
SLIT3	5808
SLITRK1	4989
SLITRK2	8218
SLITRK3	4191
SLITRK4	3157
SLITRK5	20903
SLITRK6	3059
SLK	6367
SLMAP	3226
SLN	490
SLPI	397
SLTM	1493
SLU7	1858
SLURP1	329
SLX1B	956
SLX4	6508
SLX4IP	5790
SMAD1	1987
SMAD2	1844
SMAD3	3850
SMAD4	1711
SMAD5	2429
SMAD6	3586
SMAD7	2665
SMAD9	5328
SMAGP	888
SMAP1	2325
SMAP2	2168
SMARCA1	3540
SMARCA2	2858
SMARCA4	4758
SMARCA5	6838
SMARCAD1	4028
SMARCAL1	2447
SMARCB1	1473
SMARCC1	4830
SMARCC2	3602
SMARCD1	2486
SMARCD2	2123
SMARCD3	1576
SMARCE1	1586
SMC1A	4271
SMC1B	3510
SMC2	4560
SMC3	3914
SMC4	3782
SMC5	5426
SMC6	3487
SMCHD1	5733
SMCO4	568
SMCP	570
SMCR8	8097
SMDT1	557
SMG1	6585
SMG5	3999
SMG6	4566
SMG7	3786
SMG8	3083
SMG9	1710
SMIM12	1722
SMIM13	3142
SMIM14	2784
SMIM17	2343
SMIM19	780
SMIM2	1015
SMIM29	704
SMIM3	1639
SMIM7	776
SMIM8	1434
SMN1	890
SMN2	1295
SMNDC1	1317
SMO	3777
SMOC1	2191
SMOC2	2863
SMOX	1921
SMPD1	1998
SMPD2	1390
SMPD3	4458
SMPD4	3368
SMPDL3A	1523
SMPDL3B	1535
SMPX	685
SMR3A	466
SMR3B	471
SMS	1476
SMTN	3104
SMTNL1	1392
SMU1	6936
SMUG1	998
SMURF1	5009
SMURF2	2710
SMYD1	4185
SMYD2	1598
SMYD3	857
SMYD4	2873
SMYD5	2115
SNAI1	1505
SNAI2	1799
SNAP23	964
SNAP25	1850
SNAP29	2036
SNAP47	1772
SNAP91	1857
SNAPC1	2393
SNAPC2	1254
SNAPC3	2518
SNAPC4	3372
SNAPC5	684
SNAPIN	799
SNCA	959
SNCAIP	1940
SNCB	1183
SNCG	562
SND1	2931
SNED1	4746
SNF8	665
SNHG32	600
SNIP1	3003
SNN	3064
SNPH	4268
SNRK	4148
SNRNP200	5499
SNRNP25	890
SNRNP27	755
SNRNP35	765
SNRNP40	1360
SNRNP48	3905
SNRNP70	1080
SNRPA	1020
SNRPA1	830
SNRPB	903
SNRPB2	908
SNRPC	602
SNRPD1	547
SNRPD2	481
SNRPD3	1188
SNRPE	500
SNRPF	1178
SNRPG	392
SNRPN	1532
SNTA1	2142
SNTB1	4609
SNTB2	8244
SNTG1	2073
SNTG2	466
SNTN	1374
SNU13	913
SNUPN	1219
SNURF	1053
SNW1	1880
SNX1	1354
SNX10	1548
SNX11	1832
SNX12	1218
SNX13	1906
SNX14	2118
SNX15	1701
SNX16	1297
SNX17	1974
SNX18	4857
SNX2	962
SNX20	2636
SNX21	1972
SNX22	3067
SNX24	1002
SNX25	2170
SNX27	5264
SNX29	7214
SNX3	1173
SNX31	1065
SNX4	1147
SNX5	1416
SNX6	1579
SNX7	1512
SNX8	794
SNX9	4016
SOAT1	2299
SOAT2	1597
SOBP	4335
SOCS1	1025
SOCS2	1427
SOCS3	2534
SOCS4	5708
SOCS5	4566
SOCS6	3367
SOCS7	2917
SOD1	767
SOD2	1919
SOD3	1216
SOGA1	13800
SOHLH2	1817
SON	2985
SORBS1	3614
SORBS2	1575
SORBS3	1730
SORCS1	7072
SORCS2	5952
SORCS3	3656
SORD	2234
SORL1	6775
SORT1	6311
SOS1	5458
SOS2	4122
SOST	2096
SOSTDC1	2211
SOWAHA	3285
SOWAHC	4427
SOX1	4358
SOX10	2661
SOX11	8802
SOX12	4430
SOX13	3518
SOX14	1820
SOX15	850
SOX17	2146
SOX18	1662
SOX2	2312
SOX21	2724
SOX3	1932
SOX30	2571
SOX4	4669
SOX5	2538
SOX6	2128
SOX7	3015
SOX8	2887
SOX9	3731
SP1	5877
SP100	2080
SP110	1710
SP140	2079
SP140L	2373
SP2	1845
SP3	2191
SP4	4860
SP6	3609
SP7	2771
SP8	2076
SPA17	971
SPAAR	1381
SPACA1	919
SPACA3	311
SPACA4	773
SPACA6	944
SPACA7	506
SPACA9	1648
SPAG1	2353
SPAG11B	418
SPAG16	922
SPAG17	3446
SPAG4	640
SPAG5	3409
SPAG6	1427
SPAG7	794
SPAG8	652
SPAG9	4854
SPAM1	1691
SPANXA1	491
SPANXC	218
SPANXD	482
SPANXN3	391
SPARC	1160
SPARCL1	2313
SPART	1493
SPAST	2464
SPATA13	5264
SPATA16	1399
SPATA17	750
SPATA18	3015
SPATA19	563
SPATA2	3844
SPATA20	2409
SPATA22	1483
SPATA24	510
SPATA25	557
SPATA2L	2007
SPATA3	544
SPATA31A7	1109
SPATA32	1285
SPATA33	1493
SPATA4	942
SPATA45	309
SPATA5	4561
SPATA5L1	2052
SPATA6	1540
SPATA6L	1051
SPATA7	1673
SPATA9	1010
SPATC1L	982
SPATS1	907
SPATS2	1841
SPATS2L	1603
SPC24	1963
SPC25	804
SPCS1	896
SPCS2	508
SPCS3	2454
SPDEF	1708
SPDL1	2082
SPDYA	1441
SPECC1	2321
SPECC1L	4493
SPEF1	1380
SPEF2	3412
SPEG	1954
SPEM2	1268
SPEN	8973
SPESP1	773
SPG11	6262
SPG21	1508
SPG7	2775
SPHK1	1664
SPHK2	2202
SPHKAP	6604
SPI1	1171
SPIB	1656
SPIC	1017
SPICE1	1731
SPIDR	1373
SPIN1	2486
SPIN2A	1119
SPIN3	3077
SPIN4	3905
SPINDOC	1716
SPINK1	344
SPINK13	461
SPINK2	436
SPINK4	210
SPINK5	2292
SPINK7	386
SPINT1	2049
SPINT2	1257
SPINT3	279
SPIRE1	3788
SPIRE2	2359
SPN	2771
SPNS1	1947
SPNS2	2868
SPNS3	1677
SPO11	1201
SPOCD1	1513
SPOCK1	4624
SPOCK2	4565
SPOCK3	366
SPON1	4852
SPON2	1285
SPOP	1996
SPOUT1	1475
SPP1	1074
SPP2	496
SPPL2A	1400
SPPL2B	2220
SPPL2C	2021
SPPL3	1695
SPR	1232
SPRED1	3120
SPRED2	3995
SPRR1B	419
SPRR2A	477
SPRR2D	561
SPRR2E	485
SPRR2F	475
SPRR2G	390
SPRR3	700
SPRR4	551
SPRTN	1881
SPRY1	1342
SPRY2	2097
SPRY3	8819
SPRY4	3646
SPRYD3	2533
SPRYD7	2355
SPSB1	2395
SPSB2	1058
SPSB3	1330
SPSB4	2763
SPTA1	7818
SPTAN1	6688
SPTB	7234
SPTBN1	7105
SPTBN2	4157
SPTBN4	7290
SPTBN5	7315
SPTLC1	1796
SPTLC2	6526
SPTLC3	2421
SPTSSA	2462
SPTSSB	944
SPTY2D1	3212
SPX	1626
SPZ1	1641
SQLE	2739
SQOR	1441
SQSTM1	2042
SRA1	1391
SRARP	2839
SRBD1	2498
SRC	3045
SRCAP	6286
SRCIN1	3486
SRD5A1	2602
SRD5A1P1	586
SRD5A2	4319
SRD5A3	1503
SREBF1	2699
SREBF2	4378
SREK1	2471
SRF	4031
SRFBP1	2556
SRGAP1	5566
SRGAP2	2726
SRGAP3	4284
SRGN	1015
SRI	635
SRL	4014
SRM	948
SRMS	1316
SRP14	498
SRP19	559
SRP54	1876
SRP68	2482
SRP72	2152
SRP9	869
SRPK1	2792
SRPK2	2459
SRPK3	1674
SRPRA	2720
SRPRB	1934
SRPX	1639
SRPX2	1996
SRR	2034
SRRM1	2200
SRRM2	6978
SRRM3	2004
SRRM4	8231
SRRT	2181
SRSF1	1820
SRSF10	1637
SRSF11	1138
SRSF12	2915
SRSF2	1594
SRSF3	856
SRSF4	1481
SRSF5	726
SRSF6	1653
SRSF7	1072
SRSF8	2207
SRSF9	803
SRXN1	2487
SRY	628
SS18	2354
SS18L1	3124
SS18L2	588
SSB	1445
SSBP1	412
SSBP2	1174
SSBP3	1493
SSBP4	1175
SSC4D	1444
SSH1	5217
SSH2	5075
SSH3	2421
SSMEM1	947
SSNA1	732
SSPN	2723
SSPO	11353
SSR1	2190
SSR2	906
SSR3	2055
SSR4	411
SSRP1	2447
SST	407
SSTR1	4190
SSTR2	7485
SSTR3	4056
SSTR4	1227
SSTR5	1162
SSU72	1330
SSUH2	1416
SSX1	1098
SSX2	1109
SSX2IP	2556
SSX3	774
SSX4	1009
SSX5	278
ST13	1469
ST13P4	893
ST14	3001
ST18	3898
ST3GAL1	3731
ST3GAL2	3147
ST3GAL3	1786
ST3GAL4	1420
ST3GAL5	1731
ST3GAL6	1200
ST6GAL1	3395
ST6GAL2	2955
ST6GALNAC1	1706
ST6GALNAC2	1425
ST6GALNAC4	1364
ST6GALNAC5	2298
ST6GALNAC6	2148
ST7	1908
ST7-OT3	831
ST7L	1207
ST8SIA1	2051
ST8SIA2	1937
ST8SIA3	5121
ST8SIA4	4762
ST8SIA5	2676
STAB1	5613
STAB2	8043
STAC	2297
STAC3	1380
STAG1	5118
STAG2	3540
STAG3	2377
STAG3L1	661
STAG3L4	1655
STAM	2233
STAM2	2682
STAMBP	1355
STAMBPL1	1818
STAP1	1437
STAP2	1189
STAR	796
STARD10	984
STARD13	4336
STARD3	1160
STARD3NL	1276
STARD4	1913
STARD5	1254
STARD6	647
STARD7	3060
STARD8	4546
STARD9	9388
STAT1	3183
STAT2	3706
STAT3	3817
STAT4	1824
STAT5A	3259
STAT5B	4722
STAT6	3228
STATH	471
STAU1	3021
STAU2	1152
STBD1	3220
STC1	3531
STC2	2001
STEAP1	998
STEAP3	3376
STEAP4	4438
STH	252
STIL	4108
STIM1	3441
STIM2	2826
STIP1	1803
STK10	4159
STK11	2166
STK11IP	2174
STK16	1027
STK17A	2139
STK17B	3376
STK19	840
STK24	1768
STK25	1326
STK26	1762
STK3	2208
STK31	2248
STK32A	2815
STK32B	3335
STK33	1329
STK35	6269
STK36	3286
STK38	3385
STK38L	1259
STK39	3072
STK4	4821
STK40	2732
STKLD1	475
STMN1	857
STMN2	2023
STMN3	2048
STMN4	1137
STN1	1541
STOM	2159
STOML1	1507
STOML2	1156
STOML3	1686
STON1	4631
STON2	2605
STOX1	2997
STOX2	2464
STPG1	1818
STRA6	2264
STRADA	1854
STRADB	1839
STRAP	1661
STRBP	2828
STRC	1484
STRIP1	2866
STRIP2	3054
STRN	3992
STRN3	2132
STRN4	2854
STS	5797
STT3A	1806
STT3B	2651
STUB1	1099
STX10	1086
STX11	5304
STX12	2184
STX16	4634
STX17	3924
STX18	1407
STX1A	1049
STX1B	4474
STX2	2472
STX3	2158
STX4	1105
STX5	1574
STX6	4610
STX7	1830
STX8	587
STXBP1	2573
STXBP2	1576
STXBP3	1361
STXBP5	4219
STXBP5L	2836
STXBP6	2668
STYK1	2094
STYX	4662
STYXL1	697
SUB1	762
SUCLA2	1304
SUCLG1	1067
SUCLG2	1997
SUCNR1	3981
SUCO	3333
SUDS3	4464
SUFU	4549
SUGCT	857
SUGP1	1028
SUGP2	4595
SUGT1	2155
SUGT1P4-STRA6LP-CCDC180	728
SULF1	3827
SULF2	2834
SULT1A1	1155
SULT1A2	1031
SULT1A3	1053
SULT1B1	6818
SULT1C2	1769
SULT1C2P1	970
SULT1C4	1640
SULT1E1	772
SULT2A1	1704
SULT2B1	1095
SULT4A1	1924
SUMF2	1737
SUMO1	994
SUMO2	700
SUMO3	1606
SUN1	1971
SUN2	3168
SUN5	662
SUOX	1973
SUPT16H	4129
SUPT20H	1713
SUPT20HL2	2209
SUPT3H	1475
SUPT4H1	968
SUPT5H	3179
SUPT6H	5415
SUPT7L	2634
SUPV3L1	1923
SURF1	883
SURF2	615
SURF4	2624
SURF6	3105
SUSD1	2685
SUSD2	2972
SUSD3	866
SUSD4	1589
SUSD5	4402
SUSD6	4617
SUV39H1	2671
SUV39H2	1433
SUZ12	4075
SV2A	4091
SV2B	5002
SV2C	10624
SVEP1	11007
SVIL	2434
SVOP	6441
SVOPL	1295
SWAP70	3886
SWSAP1	1503
SWT1	2565
SYAP1	5953
SYBU	1466
SYCE1	1295
SYCP1	208
SYCP2	3258
SYCP2L	871
SYCP3	3490
SYDE1	2986
SYDE2	4075
SYF2	1270
SYK	3743
SYMPK	2973
SYN1	1232
SYN2	2535
SYN3	2926
SYNC	2145
SYNCRIP	2926
SYNDIG1	1892
SYNE1	6400
SYNE2	11787
SYNE3	7615
SYNE4	944
SYNGAP1	2706
SYNGR1	1230
SYNGR2	1245
SYNGR3	1347
SYNGR4	770
SYNJ1	5677
SYNJ2	6599
SYNJ2BP	4222
SYNM	6864
SYNPO	5226
SYNPO2	6901
SYNPO2L	3921
SYNPR	1038
SYNRG	4058
SYP	2230
SYPL1	1545
SYS1	2190
SYT1	3739
SYT11	4982
SYT12	2866
SYT13	4965
SYT15	3666
SYT16	6788
SYT17	2035
SYT2	7431
SYT3	2715
SYT4	1032
SYT5	1213
SYT6	4287
SYT7	3103
SYT8	1363
SYT9	2983
SYTL1	1645
SYTL2	3038
SYTL3	2463
SYTL4	2819
SYTL5	4551
SYVN1	2511
SZRD1	2329
SZT2	6220
TAAR1	820
TAAR2	906
TAAR3P	851
TAAR5	814
TAAR8	829
TAAR9	847
TAB1	2971
TAB2	4035
TAC1	635
TAC3	700
TACC1	5099
TACC2	2741
TACC3	2397
TACO1	1248
TACR1	2919
TACR2	1550
TACR3	5159
TACSTD2	1620
TADA1	1901
TADA2A	1603
TADA2B	3201
TADA3	1998
TAF1	5467
TAF10	356
TAF11	1598
TAF12	1066
TAF13	652
TAF15	1164
TAF1A	1345
TAF1B	1095
TAF1C	2086
TAF1D	1453
TAF1L	6016
TAF2	2558
TAF3	4675
TAF4	2026
TAF4B	3740
TAF5	3059
TAF5L	3000
TAF6	1741
TAF6L	1450
TAF7	2095
TAF7L	2141
TAF8	2983
TAF9	872
TAF9B	1906
TAFA4	2029
TAFA5	2171
TAGAP	2299
TAGLN	1255
TAGLN2	1385
TAGLN3	838
TAL1	3660
TAL2	468
TALDO1	1000
TAMM41	1050
TANC1	7030
TANC2	4136
TANGO2	1338
TANGO6	4262
TANK	1276
TAOK1	6166
TAOK2	4498
TAOK3	3254
TAP1	2340
TAP2	2657
TAPBP	3429
TAPBPL	1553
TAPT1	1796
TARBP1	4327
TARBP2	1233
TARDBP	1417
TARS1	1679
TARS2	2211
TARS3	2411
TAS1R1	1818
TAS1R2	2342
TAS1R3	3275
TAS2R1	1159
TAS2R10	842
TAS2R13	1437
TAS2R14	1658
TAS2R16	797
TAS2R3	901
TAS2R38	943
TAS2R4	2178
TAS2R5	951
TAS2R7	896
TAS2R8	1043
TAS2R9	853
TASOR	4708
TASOR2	4051
TASP1	1091
TAT	3745
TATDN1	720
TATDN2	3670
TATDN3	1277
TAX1BP1	2385
TAX1BP3	1080
TAZ	1583
TBATA	980
TBC1D1	2383
TBC1D10A	1750
TBC1D10B	3389
TBC1D12	5350
TBC1D13	2089
TBC1D14	3766
TBC1D15	1792
TBC1D16	5352
TBC1D17	1730
TBC1D19	1245
TBC1D2	3054
TBC1D20	3715
TBC1D21	880
TBC1D22A	2325
TBC1D22B	3262
TBC1D23	2412
TBC1D24	4680
TBC1D25	2494
TBC1D27P	2301
TBC1D2B	4337
TBC1D30	2147
TBC1D31	1915
TBC1D32	3334
TBC1D3F	1700
TBC1D4	3753
TBC1D5	2726
TBC1D7	870
TBC1D8	3111
TBC1D8B	4623
TBC1D9	5354
TBC1D9B	4379
TBCA	482
TBCB	619
TBCC	1406
TBCCD1	2022
TBCD	1846
TBCE	1794
TBCEL	2178
TBCK	3154
TBK1	2718
TBKBP1	2387
TBL1X	4905
TBL1XR1	2101
