genes	453W	684C	CR3L	FLWA	FY2H	CYFZ	925L	9JD4	G4YW	4DUY	CZJE	36TS
CYB5A	15.404369	16.050681	23.663506	17.443848	16.162527	23.52713	16.657874	16.826839	16.286885	14.127375	23.148484	11.267852
CNDP2	124.596777	120.200435	127.016355	136.624947	203.09181707599	147.245498	117.76133587584	110.36061629	116.7340321	129.222485004527	90.0710487	80.16051334
LINC00909	33.91889	18.76345	25.00427	23.23002	20.30499	17.22221	20.88653	21.59246	14.459339	19.356655	26.00807	10.219484
ZNF407	3.09755	4.575525	6.654073	4.275582149463	5.732227	5.203340613411	6.800388	6.178477	4.2375767	6.2877075676	3.66842	4.00661
RP11-405M12.4	13.1571	10.5801	7.01576	7.06194	11.1689	6.95295	15.2544	14.6377	13.3992	16.5752	4.66627	6.66316
ZADH2	15.68196	7.840928	5.31988	8.142511	4.9345717	7.1263	12.555066091	11.93469	15.16998	9.55608	3.05405	10.09619
TSHZ1	3.84952	4.1615885	4.093432	7.08702	3.328962	6.299679	2.478456	4.628372	3.75385	3.434473	7.98827	2.90827
ZNF516	24.6784	4.4862442	29.1184	9.277992	18.3446471	8.44198	8.71016	2.251907	13.18883	9.5383951	21.304255	7.73394
LINC00908	5.542981	9.855861	8.448994	4.627555	9.963709	5.474376	11.118278	1.79291	6.51249	4.370743	6.492262	7.426943
ZNF236	4.55487000055607	9.14412	12.87574853833	12.459042	15.6237599	8.29244900971341	15.529793	7.670441	9.476836	12.426512	10.244204	6.550495
RP11-162A12.3	0.310523	0.344088	0.696362	0.952256	0.10382	0.894801	0.213904	0	0.516195	0.305608	0.150491	0.658675
MBP	67.3456857988	37.946226	75.1404479	88.4860390046591	44.374162730799	42.6606652379537	83.259641	87.519884622	70.139882693	79.7347877246075	45.4337055006069	42.1573731
RP11-862L9.2	0	0.528675	0.573961	0.431834	0.485676	0	0.404957	0.503428	0.129362	0.378945	0.382303	0.440122
RP11-4B16.1	0.686361	0.256732	0.115496	1.0147	0.172088	0.0445056	0.930836	1.75637	0.842263	1.08623	0.187039	0.286627
RP11-4B16.4	3.554884	3.65759	4.39535	4.182388	5.65495	2.62119	4.137743	2.686493	2.854939	2.555642	3.581435	2.486923
GALR1	0.169467	0.193059	0.219337	0.212288	0.133878	0.34265	0.144289	0.719394	0.260285	0.199197	0.270368	0.0980059
ATP9B	55.497686	43.509977	63.727481301	48.1632298942994	42.744388522923	41.53063206	47.38628733097	36.5889690025687	41.780717	42.9260304535366	65.1753245	38.932642
RP11-849I19.2	2.75961	4.98167	1.9083	3.26988	1.91591	2.95178	1.15827	0.42569	0.757579	0.23216	1.99039	1.04031
CTD-2286N8.1	0.986086	0	0.362072	0	0.44951	0.651048	1.20417	0.0407814	0.251437	0.340533	0	0.299486
RP11-800A18.3	0.915946	1.37995	1.34152	1.03206	1.47333	0.990463	1.32198	0.617452	1.35051	0.297219	1.56984	0.35567
NFATC1	26.050395	26.302074	27.409947	32.238804	18.973373	21.8904199	26.3060760469982	21.611310812243	24.832641	27.1741809	19.100179	18.125559166882
RP11-196B3.2	0.589795	0	0.510387	0.539776	0	1.2675	0.957673	0	1.22105	0.213339	0.220429	0.0402124
RP11-567M16.6	0.659834	2.35078	2.22118	1.06832	0	3.27633	1.60711	3.38768	4.75886	2.86504	0.657471	2.33935
CTDP1	3.842038	5.050178	3.71	3.384836188468	1.29535455	2.864161	2.8960065	4.453144	7.200657	2.1139253	1.672732	1.2807566
PQLC1	4.3658342	3.561066	6.06647	6.797327	7.8427764	7.4634680232562	9.877014	8.639278552632	9.739072	10.373343	5.1341477	7.8521641
HSBP1L1	17.53875	18.9761	21.12656	8.21529	9.77424	10.05059	8.063562	11.75309	11.001573702	9.33547	12.340592	13.036999
TXNL4A	13.640567	15.527764	21.3713	12.98552	11.283963	21.79179	25.38111	28.450987	30.5905	20.362141	13.90303	21.5949
RBFA	14.236611	11.610145	8.27099	17.884749	11.2176156	17.284749	16.131633	16.895134	13.595691	8.523953	9.131651	12.67868
RBFADN	0.759835	0.516964	0.387338	0.738919	0.491744	1.318229	0.582291	1.233934	0.820474	0.5374306	0.354867	0.716635
ADNP2	4.958605	2.19761	3.18929	5.226124	6.09506	3.262068	3.46008	3.69006	4.23368	2.25442	3.18793	5.256652
WASH5P	9.658051	8.823518	16.641586228346	13.693014	4.703285	7.589357	23.313211	12.671854	13.1191	11.355953	19.712411	9.8316802
LLNLR-222A1.1	4.39909	1.68253	5.97418	5.21881	5.07312	5.94489	9.54428	9.37161	7.47143	2.265	2.53304	7.0411
LLNLF-173C4.2	13.0534	0.957177	1.40689	0.544471	9.14858	0	3.94435	0.464189	6.93746	6.79533	5.38252	15.047
LLNLF-173C4.1	15.96291	10.9318	1.73703	4.65908	16.07587	7.49835	8.57372	1.73766	2.9776511	6.15648	1.11772	24.53307
LINC01002	68.38597695	42.718495	51.001181	46.8803504	83.667319	39.582757	52.931683	24.77392849175	53.165653	61.4589913535	45.3785142	70.09668031
LLNLF-176F2.1	5.3639	0.623466	0.803891	1.233	3.54607	0	0	0	0	2.34424	0.464043	4.64142
CTD-3113P16.11	3.40652	2.51863	1.93434	1.64304	1.51916	1.88376	3.37677	2.79073	2.72077	3.39676	2.89772	1.81868
PLPP2	0.48688	1.595503	0.522865	0.337133	0.305172	0.720731	1.055278	2.916798	0.427878	1.904731	0.700626	0.967323
MIER2	16.056123	11.713743	26.84399	21.712939	14.94658	9.617157	25.94008	14.431509	18.49571	16.68168	3.964574	20.022534
TPGS1	1.144182	2.39195	2.95096	1.283134	0.4317719	1.25196	3.405551	6.51449	7.135547	3.74934	1.00351	0.880305
CDC34	28.935714	14.455503	15.131249	11.55135	2.65346	1.903727	16.95271	17.81961	10.311971	16.53137	6.077881	3.53544
GZMM	35.87511	52.67647	61.8935	59.94971	46.0914	74.90324	64.9461	95.91877	80.92423	74.24621	69.57269	57.5391
BSG	327.624063	246.540654	170.085982	210.538836	215.685429	220.279248	164.315376	206.582556	162.822196	204.05021	227.605935	210.334031
POLRMT	40.26104293489	23.6765338	28.33528	33.8686	20.85637	11.482596	29.82722	32.769941	31.583189	41.07141	5.681394	11.00787
RNF126	27.863194	26.410085	39.368456	32.601326	21.088231854	22.244437	31.623946	28.092628592	34.191742	25.325563	25.324494	31.019886
AC004156.3	1.03945	0.881497	1.39726	1.47829	1.4442	0.902402	1.27514	1.33511	0.866264	1.07145	0.899588	0.945694
FSTL3	1.90512	4.115517	0.732859	1.47525	2.04706	1.55304	3.980626	2.14609	3.399811	4.96971	5.427549	5.742561
PRSS57	0.806488	1.85144	0.589358	1.07358	0.546237	1.67469	2.2534	1.65087	4.639612	1.605661	1.14019985	0.962224
PTBP1	103.474943	95.4536320008145	89.487093	90.243728	98.0329283548	108.741972	107.070452	119.7825446	119.13145	119.167624	119.3046546	122.502690039636
ELANE	2.7624	0.627366	0.169846	3.33753	3.64767	1.17375	3.89251	1.142249	2.13095399794	2.87729	4.14586	11.14541
CFD	37.25199	52.46902	75.9634	57.9486	55.6809	59.338681	108.9753	135.5367	101.7672	96.267	58.6624	87.32682
MED16	41.914287	43.303863	38.232418119249	51.910585	37.08665255	43.982864	43.920053	39.065112409	36.405611	50.071471	31.080903	24.2056279
R3HDM4	85.5817590007204	56.5664530134533	69.381437	85.72337152735	70.77331	49.769799	73.3715200037855	106.037127	54.906728003614	71.86257563	56.138787	47.8866150196
ARID3A	10.53144	15.007	10.10528	9.77451	14.13417	14.90272	11.729448	9.532663	7.84542	13.667982	14.11931	9.49697
WDR18	48.7521	57.68443	38.805870460125	66.9359	38.77725	44.53509	42.2639500022293	35.782147475	26.5543613814516	28.9942737381	58.66045	45.3084964934
TMEM259	24.145932	14.43924155	23.81935	42.415339	10.54277	8.45356	20.980221	31.211122	42.765938	19.250447	12.22367033	19.657389
CNN2	320.45099	419.232951	322.47436777	395.904608	304.867577	317.683112	406.553968	423.24047	387.425483	532.089322	379.939343	330.06658
ABCA7	51.66780578	56.80831908376	51.047983	50.3826408	22.212438	47.84440569	56.1305627	57.494935	55.78312627077	51.09671633	31.4114651	29.118076
ARHGAP45	349.51775	346.17994643	322.137789	293.19897	262.03294	212.7314	287.60145	295.03943	308.952766	264.749710610067	143.264609	226.031531
POLR2E	228.80834478	271.737543	185.322078	182.632584	270.834863	226.781272	162.180108	212.13739	193.061543	156.538014	243.279999	185.5691222
GPX4	86.643033	95.048004	108.988451	94.452544	64.580749	112.107411	128.395355	130.9669463	111.9905069	103.666444	83.971069	133.554833
SBNO2	2.7660580277728	0.363474	0.759289	1.165242	1.085814751	1.45682	3.2672137	1.625577159603	1.301718	2.211513501887	2.10366471	2.3060869
STK11	1.102158	3.263521	3.749222	3.641962	1.809627	3.375649	4.415227	7.2486902	4.049566623	2.23808142	1.3491701	2.176418
ATP5D	26.632418	33.094840223755	31.85056	41.19866415795	28.97299	39.13418	39.79342	44.112125	48.99765	32.03379	22.4494080079068	30.49407
MIDN	10.840474	5.03039	6.79618	9.9175	4.58471	6.395819	5.306295	3.3573	5.417506	4.978161	7.794802	10.56455
CIRBP	326.753618016352	257.5796705951	310.71271282807	269.36109924289	249.56473889	262.8381958846	260.309465	222.353642476	238.978511000288	264.62273398	394.488826	274.558848
C19orf24	14.309764318	22.86544	23.93508	21.79317	18.1962994	22.10261	24.93913	24.216363	35.640166	17.9213884	23.357915	26.28103
MUM1	14.5595066	18.256766	8.285164	19.590419	12.7643630009852	15.715978	18.0945039	11.467267	10.900354	9.051414	9.047084	11.117633
NDUFS7	50.998258	62.607663	66.515141	64.5301334	58.184522922	70.3363069923928	70.392936	77.026788	74.307856095401	53.802758	61.159799	62.079529
GAMT	4.38041	8.336689	6.44077	6.085616	6.338037	6.597252	7.97151	10.51967	10.223916	12.198705	7.71008	4.6123160252905
DAZAP1	5.396048	7.063854	9.335444	9.629562	4.0369729	3.945113	9.94932511907	7.9400332	7.1026794	6.5065231	6.149066	7.8165103
RPS15	172.633489	179.8677	170.863462	408.213199	157.182355696429	207.356002	267.18218	355.539382	302.653757	232.2072485	178.403287	241.758865
CTB-25B13.12	1.41751	2.74171	3.74469	4.67435	2.68067	3.81921	3.41788	1.86246	6.05911	4.37328	4.66199	1.71091
C19orf25	36.096874	47.174296	25.2398551601	25.832501	24.085883	34.025782	34.534196	36.817177112055	33.3284980010833	30.312561	32.789459	24.8051910011763
PCSK4	0.275375965	1.623258	0.35507300896494	3.3249920390685	0	0.5608902	1.14247	1.426838477	0.134715	1.501771	0.0355847	0.0389477
ADAMTSL5	1.021566	1.871915	2.9095	2.428488	8.790299	1.778522	1.26881	3.393059	2.183351	1.899721	2.205365	4.3748105
MBD3	17.436608	12.352273	11.06327381574	14.64822853	6.595046	8.678523	7.40958	11.415188	10.425261	8.79617058	6.518065	9.926775
UQCR11	65.1871	68.88922	40.46169	91.10902	48.52644	58.02896	59.63932	67.70332	64.36799	48.296258	51.9311	45.3593
TCF3	16.4829360241	19.17711388372	13.8016238182	18.70102237866	15.53537892201	11.1638112679	21.167146	30.110405	21.075176	24.1836311007211	20.4690478339	23.0856558379
ATP8B3	6.0683214	5.663366	2.64411000065527	5.025596	3.9157796	2.781445	2.70441	5.8313087	3.7533135	2.252881	3.3173971	2.058592
REXO1	4.4612238	7.828264	6.30236	12.511048	3.760414	2.5289559	2.131439	5.7183828	7.351137	3.170799	6.590462	6.549621
KLF16	0.946266	1.23331	2.079366	1.86621	0.616393	0.981377	0.714587	1.45743	1.87278	0.689447	1.65322	2.04989
CTB-31O20.2	49.9022	40.9871	53.5329	41.9626	22.2043	26.8678	11.5709	12.2546	17.2131	14.6254	58.5611	36.5562
ABHD17A	6.551865	4.68439	3.737195	7.008779	2.696655	4.3294319	6.538488	12.1788255	12.77262	5.150437090859	3.92407	7.20257034163
SCAMP4	15.549467	12.752705	11.16486450017	11.171367	7.940738784	12.939752	10.373961	7.735859	10.0607864846	6.680109263623	15.852053495816	8.02576161
ADAT3	2.99678	0.3449402	1.4304	1.27653	4.06989	0.777475	1.80636	3.23777	3.32642	3.79912	0.27803	2.353968
CSNK1G2	14.750317	11.954483	7.07637	22.583299	9.776858	9.449319	7.520134	17.387861	10.763381	8.779026	11.439071	10.81708
BTBD2	17.14474470357	10.792555	8.92230716889	12.304262	8.5002920257	5.505317	8.483116	16.524182	12.86237	12.263618	7.188718	7.9858
MKNK2	18.538045	18.010959	12.5253	24.177907	11.06615818	15.9875089	13.042863	22.996501	20.04853799	10.867825	19.986926	17.263113
MOB3A	125.666481	124.63734	96.988222	113.572184	100.67535	123.926919	120.13665	140.2097	129.596583	138.007006	109.989056	111.051157
IZUMO4	1.8082626	4.786863	1.479168	3.390453	1.231457	1.0127893218364	1.669269	1.7618982	2.426079	3.301161	2.397399	2.2589456
AP3D1	18.809057	6.086503	13.557623	20.778435	6.343642	8.942739	20.203667	14.3951894	18.685382	15.1516705	10.343761	11.904548
DOT1L	4.315447	3.261089	5.71936	2.20016	2.33114	1.34772	2.058457	1.682939	1.897913	2.283938	2.02094	2.5682244
PLEKHJ1	69.315655	73.464299	67.7055881	65.503007	83.4889351	72.378595	55.544431	73.58102	60.432776	56.283886	82.777112	66.451745
SF3A2	27.894433	25.85135	15.670234	20.156874	14.192977	17.949793	15.176598	22.114757	18.107012	19.85996	9.924572	7.576854
OAZ1	948.66549	1181.949893	1339.15671	1006.132615	1379.384577	1359.61166	1349.558325	1250.754664	1270.15945	1122.99332	1237.218332	1284.47278
C19orf35	3.55888	4.39155	2.20931	5.34924	3.55222	1.56691	3.00326	4.15787	3.50051	4.22877	0.767525	2.70684
LINGO3	0.215873	0.129196	0	0.680829	0	0	0.535341	0.274977	0.2422	0	0.301191	0.123633
LSM7	18.39634	29.55626	14.40369	29.471519	23.09217	20.67265	35.24695	31.49728	33.01635	39.19853286	20.188557	29.20078
SPPL2B	39.885425	36.580856	33.43911	33.037424	13.97712	23.960529	26.2900500027037	38.360386	28.121485	35.1514757	29.240423	21.861608
TIMM13	22.59665	31.02096	18.71958	35.5518	33.6036	24.38677	31.35797	30.13166	30.3096	23.96654	24.04091	30.80797
LMNB2	5.55425	5.15457	4.65261	5.7129	4.113827	4.67041	2.45979	2.044941	4.719187	5.221	4.82459	2.0195863
GADD45B	53.51287760752	37.64951	93.218	46.67994	67.8523133	113.92386	58.630321	16.157151	37.45081	61.66677	107.595533	77.51181346356
GNG7	3.63294	10.07844	13.81364	6.77682	2.95316	6.74395	11.29999	7.32895	8.54243	5.03918	8.19474	3.3482509
RN7SL121P	16.3254	21.0596	6.37835	30.3125	9.14846	12.4272	10.9938	8.83062	21.0693	21.3276	13.9114	13.973
CTC-265F19.1	0.47899	0.954724	1.21233	0.714585	0.118833	0.975518	1.6189	0.385683	0.484573	0.753314	0.443223	0.545993
DIRAS1	0	0	1.60932	1.01871	0.354631	0.20735	0.196694	0.296923	0	0	0.99668	0.0778741
AC006538.1	2.04884	0.465238	0.631339	0.230896	0.865033	1.74329	0.396261	0.0971433	0.482646	0.411791	0.810532	0.360425
SLC39A3	31.82682	38.23163	29.02819	36.4873000911413	36.67826	34.44569	33.04573	42.73954	36.110728	34.05606	30.72373	38.52932
SGTA	32.552868	36.608337	30.290887	35.88113	37.689072	35.49159	32.848035	30.534882	26.048018	26.345756952	34.49671	40.56403
THOP1	23.6695331	16.8443778	25.507925	19.350033	10.9826024	11.126158	14.319709	22.955843	12.202109	19.865602	10.664357	8.9155413
ZNF554	2.69039	4.49574	3.642351	2.1596312	2.277912	3.845253	3.48748	3.042354	2.604757	3.000293	1.094617	1.799889
ZNF555	1.09612	1.78303	3.347714	3.16045	2.892245	2.605245	3.553422	7.198951	9.401426	9.076084	2.351022	1.271248
ZNF556	1.45661	1.0764	1.24142	0.748129	0.947037	1.18462	1.01751	0.696339	0.532269	0.598814	0.855974	0.720832
ZNF57	5.20066	3.51831	4.4357	6.0762600578566	2.416956	4.79304248621	1.61898	3.524132	3.72322	5.545272	6.007984	0.981457
ZNF77	5.266638	4.714317	4.88203	7.893236	2.01427	6.304659	4.747491	4.36823	3.961108	6.94972	4.58652	2.595307
TLE2	0.3761993207	0.96787728609	2.4958452345	2.0903626326116	0.7307732	3.203387098	3.804049	3.531079	1.819749101328	4.2752613979	1.8775737140486	0.4288521088
AC005944.2	32.4707	42.3879	26.176	20.8164	12.2705	20.9229	12.7354	31.9859	16.6293	24.3909	25.376	8.5949
AES	176.233252186694	204.308021	186.760521	192.441109	131.621479	156.10528	203.265139	217.995228	176.580494	151.102489	194.523918	139.586414
GNA11	4.196777	1.564998	2.9293404	9.818912	3.648084	1.5403481	2.395839	0.712995	0.7493423	0.7612163	4.798254	4.265919
GNA15	30.075639	22.926668	26.20063	32.5508	38.79166	16.39435	19.68132	19.61137	22.692712	14.6162	24.421217	30.92538
S1PR4	22.4903	24.4547	19.2753	37.1453	17.4003	35.2124	33.587819	61.859382	53.8304	50.1926	18.8572	36.09312
NCLN	38.94914	47.48715	23.95862	37.97897	29.82154	31.141185	24.12407	29.73415	31.38802	27.20747	26.882834	27.01517
NFIC	15.3376173	6.292153	13.127029007	7.530037	9.846911	8.5900042	11.9624063	10.292025	12.744293	9.024881325121	13.453001	16.4949707
SMIM24	0	1.40766487	0.545602	0.59254	1.0053	1.87893	2.906812	0.547862	0	0.90879	0.254779	1.248133
DOHH	10.360067	11.773943	8.45144	9.106772	5.42009	4.781223	8.671560442438	11.137631	11.36052	13.002018	1.840721	6.05972
FZR1	7.402763	8.24469	5.64208	12.052081	6.506033	8.67563	13.527904	10.440392	7.692547148851	9.050366	10.543689	12.4975778
MFSD12	14.590689	17.510354	10.929039	18.97699	9.5258986576	4.9461471895	9.494408	15.074271	19.018628	22.621564	10.686075039	18.068475
HMG20B	55.512492352	46.2295	43.842589	59.923326	35.827165	31.944463	40.51404	42.561931	40.848778615	41.5433	34.155979	41.268017
TBXA2R	2.920562	5.464003	2.562869	4.98579220084355	4.202344	2.93281	5.282893	3.79661	3.860261	3.57211	2.962508	3.97109689
CACTIN	1.136455	1.594774705	1.99271	2.02213	2.156769	1.340862724	1.164113	2.453614	1.536337	1.698622	1.749047	1.538363
PIP5K1C	4.76834	1.50009	4.8292458	6.950704	3.657569	4.3833638	6.349443	5.4560116	5.7816383	4.6613054	3.776171	7.26706
TJP3	12.764737	6.451882	12.2652490015912	7.37284	10.71442	3.67861	4.20976211515	7.608646550052	10.54855	8.17335106	5.52274200159518	3.186667
APBA3	24.979304	36.748489	17.8279940109724	30.227985	24.984219	27.814818	28.3137196	32.3813699	27.2862398	27.767083	16.199232	20.222158
MRPL54	18.42055	22.54286	12.010895	19.4964	18.46048	9.28749	15.85252	21.20416	21.75586	20.649105	15.473699	20.277319
MATK	26.082318	6.808822	17.723793	32.201875	6.527983	15.713967	18.042869746	21.742096	29.613288	17.818599435198	12.617597	13.8389771
ATCAY	2.341122	0.860323	0.89233	0.957391	0.807458	0.45064	0.838061	0.456965	0.498054	0.438098	0.54352	0.349104
DAPK3	27.99835	24.936054	33.371491	29.215234	21.95288	18.637454	30.32606	21.058376	28.788579	25.61562	19.97369	17.161522
EEF2	270.905024	267.106325	369.698808	337.8986	186.992616	263.313826	516.012161	510.37735	485.4459	565.438776	512.114	544.84269
PIAS4	27.82284	14.10727	19.08414	18.08704	26.33933	21.225606	17.687213	21.82063	17.13286	19.9109850890559	36.64687286	19.50495
ZBTB7A	0.953829	0.967556	0.693936	0.890926	0.587596	0.433881	1.604499	2.087973	1.971114	1.322091	0.379833	0.51114
MAP2K2	35.569581	46.191758	33.80198	38.468705	34.235759	34.968706	34.034104	39.414207	43.924243	20.812455	26.206203	40.272571
SIRT6	28.864902	28.99687	27.574825	24.393657	27.8340600059971	12.615828	20.3821246934	25.324077	25.929426686	26.5866126	16.808677	19.91628
EBI3	0.634976	1.733499	0.612262	1.07211	0	0.188339	0.937365	2.47582	0.0847607	0.115216	0	1.29874
CCDC94	23.6064	33.21347	25.32972	30.9511	27.08123	26.13132	27.37865	29.28776	31.701	30.7138	44.456751	36.837354
SHD	0	0	3.063228	0.51575476	0	0	0.271078	0.052679	0.5582381	0	0	0
TMIGD2	18.44054	30.6978	21.807853	11.23671	12.84153	13.73578	7.43586	12.56128	21.167347	13.31931	28.67513	12.13112
FSD1	3.826066	8.314761	5.6750681	4.076578	2.8091692	3.951875	0.835272	2.953828	1.6714	3.911887	0.441287	2.808234
STAP2	5.5353958	3.969577	4.594335	4.577192392	3.021295	3.602539	3.9591975	2.7450438	3.587616031	5.7111446	5.075681	3.097716
SH3GL1	10.698533	10.422723	11.819413	13.01779	5.59451222342	8.83359	11.955714	9.98852014438	10.444078	8.066639	4.063863399726	7.795399
CHAF1A	3.60777	3.913248	2.51761	2.279924	3.393006	2.356247	3.19043	3.884506	4.39188	4.70404	5.623135	3.22307
UBXN6	9.305831	9.343998	11.2056649	17.678576	8.76037900242377	7.3389367	11.047457	13.835576	14.207919	13.649944	13.202968	8.543957
CTB-50L17.8	1.78134	1.50355	1.04483	0.425118	1.38964	0.808881	0.877552	0.7832	0.91879	0.663995	2.42242	1.66831
CTB-50L17.10	1.0788957	1.085789	7.209531	1.166871	0.44668	0.6265034	2.070923	3.588865	4.320754	5.052805	0.481532	0.9290135299
PLIN4	0.241236	0.141456	0.305137	0.27397	0.0996603	0.794709	0.13196	0.451911	0.132723	0.456450000339105	0.0495593	0.446996
PLIN5	3.72781	3.689985	7.394324	4.87189	3.494946	2.825141	2.702866	2.9458	4.386413	1.249343	3.250654	2.987962
CTB-50L17.14	0.953021	0.561115	1.25115	0.237912	0.843159	0.159765	1.34016	0.66255	0.257438	0.535513	0.365861	0.969917
LRG1	14.05319	12.54926	32.8653	19.1536	24.95693	5.777004	10.64816	2.065033	1.81251	14.36145	18.72276	26.23712
SEMA6B	3.0735151	3.6008	3.362329	3.69181	1.719675	3.16122	8.0443	2.74128	0.661186	0	3.445446	6.456231
TNFAIP8L1	5.020695	8.214294	7.659217	5.632352	6.754632	7.407164	6.309157	6.551567	7.822872	8.678296	5.858899	6.476428
MYDGF	71.971444	101.262208	92.197014	74.734778	112.209432	76.806518	65.950588	62.490552	68.61719	60.4338	80.9126	70.8677
DPP9	35.441958	26.6653112	32.312879	40.9968640507074	25.705533	35.265348	43.4629133	30.485782	37.092268	43.922598	39.457333	41.6663117
FEM1A	1.66611	2.14076	1.1811	0.803086	1.63284	1.99025	1.8018	1.02127	1.04763	1.50118	1.35682	1.85692
AC005523.2	15.1181	13.27509	10.0177	13.33526	17.97642	18.46799	18.00205	13.7054	15.86797	15.83194	23.55365	23.19974
TICAM1	18.4617	17.2434	12.4211	13.4731	13.5317	17.3103	10.0516	14.5687	14.0757	15.3203	18.0553	22.1294
PLIN3	65.9087250132603	54.098003059964	54.870705	70.580289947	98.5903529604	52.295184	61.696433	57.064526	54.511384157	66.50005209965	67.30089	63.0757143
ARRDC5	6.71832	5.22786	4.40236	5.8302	4.01693	3.45394	7.32427	6.56113	3.11116	3.20349	2.41671	2.82395
UHRF1	1.613596	4.06375	1.89003100040064	0.727834	0.973591	2.657133	1.7978965	1.1729122674054	1.0066092	5.77898470882151	0.706275	2.53299567750629
KDM4B	5.51190757	5.262927	9.90300191	6.5363159	4.7930568	3.447314975947	5.39172	5.3701427	6.4277445	3.29879400037396	6.63639993087	4.395210200181
PTPRS	3.253877	1.1009044	0.7054552	0.313426	0.579848	0.6068455	0.5521484	1.842863	0.905417	0.6712854	0.611317	0.8300045
SAFB2	72.246046	33.62907	79.166409	44.87205	20.996068	54.487755	57.060871	73.707747	57.201912	46.367397	72.235141	52.74734
SAFB	115.69018740781	119.8080103	89.93072	95.5468383014663	72.774536	81.643845	95.710153	92.180528019949	93.854239	105.29820560853	83.478092672	61.84949868
RPL36	75.14509	83.86409	62.11941	216.92923	66.183	108.91153	112.95607	171.95187	138.31001	110.34734	92.031424	89.29331
C19orf70	20.161067	19.87465	17.677231	30.89111	22.72809	21.30719	24.58977	19.931441	21.19896	19.586782	15.94512	19.73248
HSD11B1L	2.83909	4.35109	1.380625	2.51965742	3.059263	2.6928276	3.881301	4.1693475248	3.344003	1.502068	3.026034	2.753421
LONP1	31.6294976704476	30.50628118	19.3658520865394	24.824893226213	14.68696601744	25.71745562076	23.0362050950073	21.3702639756	19.05565893334	9.845118479095	19.80060444692	16.186039
DUS3L	38.79726	55.374065	43.825802	47.374831	31.719835	30.185511	12.606827	23.5045380046639	35.893237	33.759593	46.736236	53.436465
NDUFA11	30.614435	32.118129	24.246517	55.555177	23.630758	34.976322	36.926457	48.46103	50.243455	37.841253	34.113778	40.229806
VMAC	5.52718	5.66385	4.48991	3.32578	5.66337	3.21575	6.23913	4.68982	4.18354	3.97229	7.28597	7.2382
CAPS	33.72229	34.35977	20.36957	30.32047	15.380828	23.47709	26.36103	23.53125	20.54253	21.64237	25.591554	17.099326
RANBP3	61.902756	53.093905394058	65.0797176606	52.893828	46.4498861153	47.341725	37.558514112272	50.667604	52.141927110743	46.6733257	53.4830035844363	38.975548
RFX2	7.090736	5.256124	13.0369686	5.835737	6.77774200179363	13.097114	11.102047	8.020747	6.294729	8.0052912969	6.1530957	5.69848875055
MLLT1	4.00145	3.17934	1.44731	4.66593	0.896599	2.6334	1.72097	2.82768	3.07741	1.90014	4.09562	4.02874
ACER1	1.02527	1.09244	3.22939	0.615323	0.929975	0.717655	0.637619	0.420121	0.643508	0.316242	1.19548	1.63956
CLPP	39.251032	51.221956	56.18585	36.84086	36.202001	51.943768	46.913316	43.01872	40.179587	36.11031769112	46.203068	41.340512
ALKBH7	12.40293	14.80682	24.80039	20.75425	18.21141	14.82274	25.63502	27.58058	27.30249	15.24228	22.35752	24.17248
PSPN	1.53409	1.26857	1.12058	0.852167	0.585782	1.59162	1.62539	1.38843	1.20446	1.06324	0.557757	0.62315
GTF2F1	34.34298	29.03731	18.760817	30.825889	17.181308	25.743106	25.342687	30.874784788453	29.35571	30.61113	28.77069	27.545788
CTB-180A7.6	0	0	0	0	0	0	0	0	0	0	2.76478	0
KHSRP	19.00401	14.00309	7.84950299894	14.29131	5.463545	8.83883	7.22556377	11.551704	15.532069	9.683858	14.725092	11.03447
SLC25A23	6.225125	2.6750282	1.674733	5.249191	0.622738	2.433869	1.625305	2.252796	2.074818	3.729997	4.08642	1.6290451
DENND1C	135.137236	98.836507	93.179324	78.029558	86.033069	83.971535	98.532068	74.538717	85.432497	84.7145357	81.964808	85.720843
TUBB4A	3.917361	0.0373737	1.749039	2.700572413493	5.0516836	2.8580401	2.344115	3.598111	2.485443	1.878373	0.725561	2.736798
TNFSF9	0.876325	0.0648624	1.26285	0	0.485111	0.385702	0	0	0.490571	0.22998	0.675217	4.14216
CD70	5.18132	0.885982	0.686377	1.99797	2.174194	0.658754	1.30875	1.658756	0.473886	2.92179	0.991869	1.327931
TNFSF14	9.30412	11.25798	7.18282	11.74288	2.927933	10.6807	13.0963	15.56665	17.38401	16.88192	8.55661	6.64332
C3	6.121871	8.4095884	5.485707	5.296146	7.127883	10.9371825397	9.681913	8.869585	9.394356	12.603587	5.559731	4.505562
GPR108	129.86849	132.146152044476	112.840988	147.70377889	139.481796184	83.815629	76.40034733	91.30220428297	118.2131950347	65.155754619	123.7879611713	76.5664054
TRIP10	3.2262843	3.066841	1.575901	6.178187703	0.7122148	1.922282	1.446876	2.852116	2.3213443	1.782093	1.16260200090477	1.226849
SH2D3A	6.370438	3.905836	8.25124	4.848721	4.521209	5.324546	11.630160579261	13.720199	7.632417	5.2117447	3.234481	4.127728
VAV1	55.22813	44.559661	41.50265	50.154769	41.7006214	42.174008	48.951276	48.66668	40.956441	45.521657	42.507839	51.45367
ADGRE1	42.066872	25.649502	27.06782	31.98492	46.268351	20.930711	23.990879	22.714026	25.457116	48.54122	20.643506	38.363158
