Gene	ERR2228756.fastq.gz	ERR2228757.fastq.gz	ERR2228758.fastq.gz	ERR2228759.fastq.gz	ERR2228760.fastq.gz	ERR2228761.fastq.gz	ERR2228762.fastq.gz	ERR2228763.fastq.gz	ERR2228764.fastq.gz	ERR2228765.fastq.gz	ERR2228766.fastq.gz	ERR2228767.fastq.gz
TRADD	0	0	0	0	0	0.51	0	0	0	0	0.36	0
TRAF1	0	0	0	1.55	0	0	0	0	0	0	0	0
TRAF2	0	0	0	0	0.13	0	0	0	0	3.52	0	0
TRAF3	0	0.07	0	0	0	0.41	1.99	0	0.25	0	0.18	0
TRAF3IP1	0	0	0	0	0	0	0	0	0	0	0	0
TRAF3IP2	1.05	0.4	2.42	0.96	0.05	1.38	2.31	4.28	5.24	7.41	0.99	7.2
TRAF3IP3	2.79	2.6	9.25	2.07	5.12	2.39	0	0	0	2.56	3.17	2.87
TRAF4	0	0	0	0	0	0	0	6.53	6.05	0.4	0.15	0
TRAF5	0	0	0	0	0	0	0	0	0	0	0	0.17
TRAF6	0.03	0	0	0	0.04	1.33	0	0.06	0	0	0	0.09
TRAF7	4.64	0	2.93	0	0	0	0	0	0.76	1.36	1.33	0
TRAFD1	1.48	0	0.27	4.64	2.1	1.44	0	1.68	0	0.12	0.14	5.75
TRAIP	0	0	0	0	0	0	0	0	0	0	0	0
TRAK1	0	0.22	0	0.53	1.83	2.2	0.19	0	0	3.19	0.33	1.17
TRAK2	0	0	0	0	0	0.6	0	0	0	0	0	0
TRAM1	1.56	2.89	7.64	24.25	4.19	1.93	11.65	0	7.77	8.56	29.73	12.33
TRAM1L1	0	0	0	0	0	0	0	0	0	0	0	0
TRAM2	0.03	0	0	0.15	0.04	0.22	0	0	0.65	0	0.15	0.1
TRANK1	0.09	0.13	0	0	0.11	0	0.46	0	0	0	0	0.04
TRAP1	0.51	1.04	2.65	0	4.73	3.97	0	6.74	0	0.67	0	0
TRAPPC1	0	3.18	0	1.83	6.58	11.8	1.04	0	0	1.89	0.63	0
TRAPPC10	0	0	0.09	1.24	2.2	0.47	0	0	3.61	2.09	0.71	0
TRAPPC11	2.43	1.12	0	0	0	3.31	0	0	1.01	0	0	0
TRAPPC12	0.4	0	1.55	4.58	2.2	0.28	1.96	0.32	0.49	0	0.09	0
TRAPPC13	0.25	25.13	0.48	22.51	1.71	0.16	0.4	0	0.27	0.79	1.96	0
TRAPPC14	0.58	3.36	0.09	6.63	14.45	2.03	1.74	3.65	4.08	8.7	2.3	0
TRAPPC2	0	1.83	1.15	4.44	4.67	0.5	0	0	3.16	2.48	0.28	0.99
TRAPPC2B	0	0	0	0	0	0	0	0	0	0	0	0
TRAPPC2L	0	0	0.55	3.94	0.43	0	0	6.34	2.21	9.78	0	0
TRAPPC3	0	0	1.91	0	0	0	0	0	0	0.13	0	0
TRAPPC4	0	0	0	0	0.25	1.96	0	0	0.26	3.83	0.56	0
TRAPPC5	6.25	2.47	0	0	0	6.74	0	0.26	0	0.06	2.75	2.42
TRAPPC6A	0	0	0	0	0.64	0	0	0	0	0	1.18	0
TRAPPC6B	0	0	0	0	0	0.28	0	0	0	0	0	0
TRAPPC8	0.35	0	0	3.81	0.09	0	0	0	1.12	0	0	0
TRAPPC9	0.57	6.52	0	0.67	1.14	2.2	17.02	2.23	0	5.24	1.35	0
TRAT1	0	0	0	0	0	0	0	0	0	0	0	0
TRDMT1	0.02	4.6	9.21	10.41	6.15	0.35	0	6.72	8.62	5.65	32.18	3.67
TRDN	0	0	0	0	0	0	0	0	0	0	0	0
TREH	0	0	0	0	0	0	0.45	0	0	0	0	0
TREM1	0	4.79	6.52	1.3	4.73	3	19.63	6.13	1.36	5.16	0.33	5.42
TREM2	0	0	0	0	0	0	0	0	0	0	0	0
TREML2	0	0	0	0	0	0	0	0	0.06	0	0	0
TRERF1	0.12	0	0	0	0.12	0	0	0	0	0	0	0
TREX1	0	0.27	3.96	0	0	0.26	0	8.62	1.06	0	0	0
TREX2	0	0	0	0	0	0	0	0	0	0	0	0
TRH	0	0	0	0	0	0	0	0	0	0.81	0	0
TRHDE	0	0	0	0	0	0	0	0.13	0	0	0	0
TRHR	0	0	0	0	0	0	0	0	0	0	0	0
TRIAP1	0.22	0	0.65	0	0	0	0	0	0	1.39	0	0
TRIB1	0.34	0	0.53	3.07	0.84	0	0.17	4.91	3.67	2.48	1.54	2.97
TRIB2	0	0	0	0	2.59	0	0	0	0	0.79	0	0
TRIB3	0	0	0	0	0	1.83	0	0	0	0	0.87	0
TRIL	0	0	0	0	0	0	0	0	0	0	0	0
TRIM10	0	0	0	0	0	0	0	0	0	0	0	0
TRIM11	0	0	0.08	0.29	0	0	0	0	1.57	1.2	0.09	1.37
TRIM13	19.56	9.7	15.72	15	14.15	10.17	15.49	2.84	7.24	5.66	4.81	2.51
TRIM14	10.85	49.03	41.48	47.52	27.5	21.41	19.7	4.71	17.36	23.48	7.44	25.98
TRIM15	0	0	0	0	0	0	0	0	0	0	0	0
TRIM16	0	0	0	0	0	0	0	0	0	0	0.13	0
TRIM16L	0	0	0	0	0	0	0	0	0	0	0	0
TRIM17	1.77	2.68	0	1.68	4.34	3.21	1.39	0.86	1.39	0.73	0.16	5.57
TRIM2	0	0	0	0	0	0	0	0	0	0	0	0
TRIM21	0	0	0	0	0	0	0	0	0	0	0.34	0
TRIM22	4.16	0	0.83	5.56	2.87	0	0	0	2.06	0.81	2	0
TRIM23	0.95	0	0	6.99	0	0	0	0	0.31	0	0	1.59
TRIM24	0	0.07	0	0	0	0	0	0	0.03	0	0	0
TRIM25	0.11	9.37	1.24	1.56	1.13	0.59	0	0	0.25	0	0.15	0
TRIM26	0	0	0	0	0	0	0	0	0	0	0	0.33
TRIM27	1.09	0.2	1.08	0	0.64	2.17	0.91	0	0	0	0.1	0
TRIM28	0	2.02	0.93	2.04	6.26	2.65	0	7.57	0	3.25	2.42	0
TRIM29	0	0	0	0	0	0	0	0	0	0	0	0
TRIM3	2.14	0	0.36	0	0.8	0	0	0	0.15	0	0	0
TRIM31	0	0	0	0	0	0	0	0	0	0	0	0
TRIM32	0	0	0	0	0	0	0	0	0	0	0	0
TRIM33	1.21	0	0.17	0.5	0.1	0.03	0	0	0	2.16	0	0
TRIM34	0	0	0	0	0	0	0	0	0	0	0	0
TRIM35	0	0	0	0	0	0	0	0	0	0	0	0
TRIM36	0	0	0	0	0	0	0	0	0	0	0	0
TRIM37	0	0	0	0	0.35	3.27	0	0	0	0	0	0
TRIM38	0	0	0.28	0.22	0.36	0.02	0	0	0.28	0	0.02	0.25
TRIM39	1.45	5.16	3.6	3.61	2.41	0	4.49	1.53	0	1.61	0.23	5.75
TRIM39-RPP21	0	0	0	0	0	0	0	0	0	0	0	0
TRIM4	0	0.89	0	0	0	0.48	0	0	0.14	0.8	0	0
TRIM40	0	0	0	0	0	0	0	0	0	0	0	0
TRIM41	0.37	3.52	2.69	0.9	0.05	0.39	0	4.91	0.72	0.3	1.51	6.91
TRIM43	0	0	0	0	0	0	0	0	0	0	0	0
TRIM44	0.04	0.06	1.25	0.62	2.2	0.14	8.28	0.07	0.09	0.05	0.08	0.05
TRIM45	0.98	0	0	0	0	0	0	0	0	0	0	0
TRIM46	0	0	0	0	0	1.24	3.7	0.29	0	2.58	0	0
TRIM47	0	0	0	0	0	0	0	0	0	0	0	0
TRIM48	0	0	0	0	0	0	0	0	0	0	0	0
TRIM49	0	0	0	0	0	0	0	0	0	0	0	0
TRIM5	0	0	0	1.04	0.08	0.99	0	0	0	0	0	0
TRIM50	0	0	0	0	0	0	0	0	0	0	0	0
TRIM51	0	0	0	0	0	0	0	0	0	0	0	0
TRIM52	1.68	0	0.28	0	3.25	0	0	0	0	4.01	0	0
TRIM54	0	0	0	0	0	0	0	0	0	0	0	0
TRIM55	0	0	0	0	0	0	0	0	0	0	0	0
TRIM56	0.22	0.07	0	0.03	0.28	0.02	0	0.04	0.07	0.06	0	0
TRIM58	0.05	0	0	0	0	0	0	0	0.09	0	0	0
TRIM6	1	0	0	0	0	0	0	0	0	0	0	0
TRIM60	0	0	0	0	0	0	0	0	0	0	0	0
TRIM62	0	0.43	0	0	0.15	0.28	0	0	0	0	0	0
TRIM63	0	0	0	0	0	0	0	0	0	0	0	0
TRIM64	0	0	0	0	0	0	0	0	0	0	0	0
TRIM65	0	0.88	0	0	0	0	0	0	0	0.15	0	0
TRIM66	0	0	0	0	0.72	0	0.06	1.22	0	0	0	0
TRIM67-AS1	0	0	0	0	0	0	0	0	0	0	0	0
TRIM68	0	0	0	0	0	0	0	0	0	0	0	0
TRIM69	0	0	0	0	0.05	0	0	0	0	0	0	0
TRIM7	0.17	0	0.34	0	0.07	0.1	0	0.33	0.41	0	0	0
TRIM71	0	0	0	0	0	0	0	0	0	0.87	0	0
TRIM8	4.6	2.64	5.66	2.99	7.26	3.14	2.11	2.52	10.1	6.16	5.23	6.72
TRIM9	0	0	0	0	0	0	0	0	0	0	0	0
TRIML2	0	0	0	0	0	0	0	0	0	0	0	0
TRIO	0	5.17	0.25	2.41	1.17	1.13	0	0	0.12	0.16	0	0.07
TRIOBP	3.06	0.03	0.94	0	0.46	0.3	5.82	14.19	0.85	3.11	1.34	3.26
TRIP10	0	0	0	0	0	0	0	0	0	0	0.69	0
TRIP11	0	0	0.68	0	0.4	0	0	0	0	0	0.3	0
TRIP12	4.28	3.54	10.77	8.05	10.06	10.36	5.16	29.33	10.37	17.73	2.54	8.8
TRIP13	0	0	0	0	0	0	0	0	0	0	0	0
TRIP4	0	0	0	0	0	0	0	0	0	1.76	0	0
TRIP6	0.3	0.29	0	4.79	4.14	0	0	0	0	0	0	0
TRIR	1.06	2.63	2.57	6.07	1.58	0.73	0.84	1.04	0	2.63	1.19	2.92
TRIT1	0	0	0	0	1.18	0	0	0	0	0	0	0
TRMO	0	1.52	0	0	0	0.14	0	0	0	0	0	0.21
TRMT1	0.57	2.12	0	0	2.34	0.09	0	0	2.69	0.73	0	0
TRMT10A	0	0	0	0.7	0.24	0	0	0	0	0	0	0
TRMT10B	1.88	0	1.5	0.47	1.56	3.69	12.68	0	1.58	1.33	0.22	0
TRMT10C	0	0	0	0	0	0	0	0	0	0	0	0
TRMT11	0	0	0	0	0	0	0	0	0	0	0	0
TRMT112	7.05	5.69	13.47	13.52	10.32	8.31	0	0	18.58	1.2	0.56	3.57
TRMT12	0	0	0	0	0.52	0	0	0	0	0	0	0
TRMT13	0	0	0	2.17	0.37	0	0	0	0	0	0	0
TRMT1L	0	1.3	0.22	2.21	0.33	0.1	0	0	0	0	0.15	0
TRMT2A	0	5.3	0.35	0	1.51	0	0	2.86	0	5.71	0	0
TRMT2B	0	0	0	0	0.88	0	0.2	0	0	0.1	0.12	0
TRMT44	1.37	0	0	0.44	0	0	1.02	0	0	0	0.36	8.58
TRMT5	0.05	0	0	0	0	0.47	0	0.27	0	0	0	0
TRMT6	0	0	0	0	0	0.32	0	0	0	5.12	0	0
TRMT61A	0.17	0	0	0	0	0.48	0	0	0	0.1	0	0
TRMT61B	0	0	0	0	0	0	0	0	0	0	0	0
TRMT9B	0	0	0	0.04	0.03	0.23	0	0	0	0	0	0
TRMU	0	0.46	0	0.65	0	0.96	0	0	0.15	0	0.26	0
TRNAU1AP	0	0.31	0	0	8.19	0.26	0	0	0.83	2.09	0.73	1.36
TRNT1	4.67	14.34	5.61	8.45	5.47	7.36	0	2.38	6.99	4	4.33	0
TRO	0	0	0	0	0	0	0	0	0	0	0	0
TROAP	0	0	0	0	0	0	0	0	0	0	0	0
TRPA1	0	0	0	0	0	0	0	0	0	0	0	0
TRPC1	0	0	0	0	0	0	0	0	0	0	0	0
TRPC2	0	0	0	0	0	0	0	0	0	0	0	0
TRPC3	0	0	0	0	0	0	0	0	0	0	0	0
TRPC4	0	0	0	0	0	0	0	0	0	0	0	0
TRPC4AP	0.47	0.09	0	0.57	0.73	0.87	0.78	0	0.23	1.17	0.34	1.42
TRPC5	0.21	0	0	0.24	0.1	0.15	0	0	0	0	0	0
TRPC6	0	0	0	0	0	0	0	0	0	0	0	0
TRPC7	0	0	0	0	0	0	0	0	0	0	0	0
TRPM1	0	0	0	0	0	0	0	0	0	0	0	0
TRPM2	0.12	0.04	0.85	7.75	1.34	0.6	0.69	1.01	0	0	0	0
TRPM3	0	0	0	0	0	0	0	0	0	0	0	0
TRPM4	0	0	0	0.73	0	0	0	8.64	0	0	0.12	0
TRPM5	0	0	0.24	0.18	0	0.23	0	0	0.06	0	0	0.52
TRPM6	0	0	0	0	0	0	0	0	0	0.07	0	0
TRPM7	0.39	0.05	0	0.41	0.37	0.03	0.12	0	0	0	0	0
TRPM8	0	0	0	0	0	0	0	0	0	0	0	0
TRPS1	0.96	3.76	0.47	3.83	1.11	0.02	0.55	0.73	10.81	8.8	8.15	16.55
TRPT1	4.24	4.77	3.26	12.84	13.77	1.41	17.02	4.2	2.14	10.12	6.44	2.11
TRPV1	0	0	0	0	0	0	0	0	0	0	0	0
TRPV2	0	4.69	0	0	0	0.16	0.88	0	6.56	6.45	0	0
TRPV3	0	0	0	0	0	0	0	0	0	0	0	0
TRPV4	0	0	0	0	0	0	0	0	0	0	0	0
TRPV5	0	0	0	0	0	0.24	0	0	0	0	0	0
TRPV6	0	0	0.02	0.3	0	0	0	0	0	0	0	0
TRRAP	0.67	1.01	0.32	1.24	2.69	1.59	2.04	0.29	4.38	3.1	0.24	2
TRUB1	0	0	0	0	0	0	0	0	0	0	0	0
TRUB2	0.04	0	0	0	0.05	3.24	1.22	0	0	0	0	0.12
TSACC	0	0	0	0	0	0.66	0	0	0	1.33	0	0
TSBP1	0	0	0	0	0	0.68	0	0	0	0	0	0
TSC1	0	0	0.19	2.47	0.46	0.15	0	0	0	0.18	0	0
TSC2	3.46	5.32	1.52	0.31	16.41	2.41	9.81	2.15	7.44	0.59	0.97	6.56
TSC22D1	0	0	0.33	0.34	0.53	0	0	0	0	1.81	2.24	0
TSC22D2	0.06	0.22	0.21	0.19	0.3	0.06	0	0.51	0.15	1.6	0.53	0.51
TSC22D3	8.82	0.53	13.72	19.49	5.29	4.9	3.57	18	14.75	5.38	6.31	10.66
TSC22D4	0.17	0.74	2.72	2.99	0.28	0.22	0	4.07	0.86	6.94	0	0
TSEN15	0	0	0	0	0	0.22	0	0	0	0.79	0	0
TSEN2	0	0	0	0	0	0	0	0	0	0	0	0
TSEN34	0	4.17	0.23	0	1.36	0.29	1.82	0.21	0	0	0.67	0
TSFM	0	0.26	0	0	0.15	0	0	0	0	0	0	0
TSG101	0	9.25	0	7.58	0.55	0	0	0	0	0	1.73	0
TSGA10	0	0	0	0	0	0	0	0	0	0	0	0
TSGA13	0	0	0	0	0	0	0	0	0	0	0	0
TSHB	0	0	0	0	0	0	0	0	0	0	0	0
TSHR	16.72	0	0	1.4	1.51	0	0	0	0	0	0	0
TSHZ1	0	0	0.05	0	0.59	3	0	0	0.19	1.27	0	5.61
TSHZ2	0	0	0	0	0	0	0	0	0	0	0	0
TSHZ3	0	0	0	0	0	0	0	1	0.24	0	0	0
TSIX	19.63	12.58	6.18	0.34	0.11	0.02	0	12.83	0.08	32.19	12.67	0.02
TSKS	0	0	0	0	0	0	0	0	0	0	0	0
TSKU	0	0	0	0	0	0	0	0	0	0	0	0
TSLP	0	0	0	0	0	0	0	0	0	0	0	0
TSN	7.49	0	3.1	0	1.58	6.28	0	0	0	0.57	0	9.45
TSNARE1	0	0	0	0	0	0	0	0	0.29	0	0.49	0
TSNAX	0	0	0.18	0	0.05	0	0	0	0	0	0	0
TSNAXIP1	0.32	0.25	0	0	0.38	0.9	0	0	0	0	1.99	0
TSPAN1	0	0	0	0	0	0.89	0	0	0	0	0	0
TSPAN10	0	0	0	0	0	0.12	0	0	0	0	0	0
TSPAN12	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN13	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN14	6.74	2.37	8.16	14.01	4.57	3.98	2.73	1.94	10.59	6.4	4.31	0.57
TSPAN15	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN16	7.86	4.68	0	2.2	1.64	1.4	10.51	0	0	3.11	0	0
TSPAN17	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN18	0.86	0.77	0.11	0.76	4.25	0.8	1.15	0	1.36	0.22	0	0
TSPAN19	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN2	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN3	9.49	9.61	0.82	27.93	44.26	9.67	2.35	13.93	23.71	40.22	2.39	5.37
TSPAN31	2.57	5.01	6.22	13.53	4.94	6.44	3.19	4.05	3.81	3.68	3.92	8.37
TSPAN32	0	0	1.66	2.47	6.23	0.81	2.32	0	0	1.36	0	4.05
TSPAN4	4.39	0	1.48	1.28	5.02	1.39	0	0.35	2.86	0	0.35	0
TSPAN5	0.6	0.07	2.7	0	1.33	0.28	0	0	0.66	1.05	0.95	2.01
TSPAN6	0	0	0	0	0	0	0	0	0.06	0	0	0
TSPAN7	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN8	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN9	0	0	0	0	0	0	0	0	0	0	0	0
TSPEAR	0	0	0	0	0	0	0	0	0	0	0	0
TSPEAR-AS1	0	0	0	0	0	0	0	0	0	0	0	0
TSPEAR-AS2	0.31	0	0	0	0	0	0	0	0	0.13	0	0
TSPO	0	16.11	0.23	0	0.5	1.11	0	0	0.54	0	1.25	0
TSPO2	0.37	1.65	0	0	0	1.14	0	0	0	1.86	0	0
TSPOAP1	1.13	0	0	1.18	0.55	0.61	0.4	2.84	0.1	0.41	0	0
TSPY1	0	0	0	0	0	0	0	0	0	0	0	0
TSPY2	0	0	0	0	0	0	0	0	0	0	0	0
TSPY26P	0	0.49	0	0	0	0	0	0	0	0	0	0
TSPYL1	0.22	0.57	0	0.21	0.34	0.48	1.1	0	0.44	0.83	0.58	0.31
TSPYL2	0	0	0	1.32	0.14	0	0	0	0.87	0.53	0.27	4.76
TSPYL4	0	0	0	0	0	0.11	0	0	0	0	0	0
TSPYL5	0	0	0	0	0	0	0	0	0	0	0	0
TSR1	0	0.21	0	0.43	0	1	1.05	0	0.05	0	0.16	8.56
TSR2	0	0	0.76	0	0	0	0.15	0	0	0	0.16	0
TSR3	0	0.83	0	0	0.49	0	0	0	0	0.52	0	0
TSSC4	0	0.99	0	0	0	0	0	0	0	0	0	0
TSSK1B	0	0	0	0	0	0	0	0	0	0	0	0
TSSK2	0	0	0	0	0	0	0	0	0	0	0.17	0
TSSK3	5.29	15.15	0	7.33	23.25	3.59	1.25	4.17	6.77	16.33	7.96	6.32
TSSK6	0	0	0	0.99	0	0.18	0	0	0	0	0.34	0
TST	0	0	0	0	0	0	0	0	0	0	0	0
TSTD2	0	0	0	0	0	0.15	0	0	0	0	0	0
TTBK1	0	0	0	0	0	0	0	0	0	0	0	0
TTBK2	0	0	0.14	0	0.13	0	0	0	0.17	0	0.3	0
TTC1	0	0	0.17	0	1.79	0.43	0	0	1.23	0	0	2.14
TTC12	0	0	0	0	0	0	0	0	0	0	0	0
TTC13	0	0	0.24	0	0	0	0	4.91	0	0	0.49	0
TTC14	0.35	1.38	0	2.04	1.52	2.75	0	0	0	8.51	0	0
TTC16	0	0	0.14	0.57	0	0.79	0.71	0	0	0.35	0	3.56
TTC17	0	0	0	0	1.87	0	0	0	0	0.37	0	0
TTC19	12.86	2.02	2.36	11.96	36.82	8.07	4	13.79	47.39	34.11	2.21	3.34
TTC21A	1.9	0	14.04	5.84	2.83	2.29	9.79	7.54	7.85	13.47	3.43	34.26
TTC21B	3.33	0	0	0	0	0	0	0	0	0.63	0	0
TTC22	0	0	0	0	0	0	0	0	0.57	0	0	0
TTC23	0	0	0	1.44	0	0	0	0	0	0	0	0
TTC23L	0	0	0	0	0	0	0	0	0	0	0	0
TTC24	0	0	0	0	0	0	0	0	0	0	0	0
TTC26	0	0.06	0	0.08	0	0	0	0	0	0	0	0
TTC27	0.08	0.27	0	0.35	0.19	0.07	0	0	2.57	0.4	0	0
TTC28	0.48	0	0	0.06	0	0.1	0	0	0	0	0	0
TTC29	0	0	0	0	0	0	0	0	0	0	0	0
TTC3	0.2	0	0	2.24	0	0.02	0	0	0	0.09	0	0
TTC30A	0	0.94	0	0	0	0	0	0	0	0	0.11	0
TTC30B	0	0.07	0	0	0.23	0.66	0	0	0	0	0	0.99
TTC31	0.39	0.13	0	0	0.81	0	0	0	0	0	0	0
TTC32	0	0	0	0.5	1.69	0	0	0	5.06	0	0.9	0
TTC33	0.54	0	0	0	0.13	0	0	0	0	0	0	0
TTC36	0	0	0	0	0	0	0	0	0	0	0	0
TTC37	0	0	1.91	0.59	0.39	0.03	0	0	0.38	0	0	0
TTC38	0	0	0	0	0	0	0	0	0.19	0	0	0
TTC39A	0	0	0	0	0	0	0	0	0	0.88	0	0.78
TTC39B	0	0	0.02	0.03	0.03	0	0.11	0	0.02	0	0.02	0
TTC39C	0	0.07	0	0	0	0	0	0	0.31	0.31	0	0
TTC4	0	0	0	0	0	0	0	0	0	0	0	0
TTC5	0	0	0	0	1.38	0	0	0	0	0	0	0
TTC7A	1.97	5.88	1.16	7.99	2.32	2.32	0.71	0	0.72	4.13	2.29	0.1
TTC7B	0	0	0	0	0	0.02	0	0	0	0	0	0
TTC8	0	0	0	3.45	0	0	0	0	0	0	0	0.53
TTC9	0.1	0	0	0.28	0.06	0	0	0	0	0	0	0
TTC9B	0	0	0	0	0	0	0	0	0	0	0	0
TTF1	0	0	0	0	0	0	0	0	0	0	0	0
TTF2	0	0	0	1.49	0	0	7.36	0	0	0	0	0
TTI1	0	0	0	0	0.15	0	0	0	0	0.8	0	0
TTI2	5.91	9.34	9.15	4.72	8.39	17.27	10.3	3.94	8.34	16.78	14.38	12.23
TTK	0	0	0	0	0	0	0	0	0	0	0	0
TTL	0	1.3	0.21	0	0.02	0.28	0	0	2.51	0	0	0.02
TTLL1	0	0	0	0	0	0	0	0	0	0	0	0
TTLL11	0	0	0	0	0	0	0	0	0	0	0	0
TTLL12	0	0	0.99	0	0	0	0	0	1.42	0	0	0.1
TTLL2	0	0	0	0	0	0	0	0	0	0	0	0
TTLL3	0.27	1.52	0.34	6.44	3.23	0.81	0	4.5	1.42	3.97	0	0.47
TTLL4	2.04	0	6.5	0.09	0.46	0	0	1.53	0	0	0.17	0.22
TTLL5	0	0	0	0	1.69	0	0	0	0	0	0	0
TTLL7	0.03	0	0	0	0	0	0	0	0	0	0	0
TTLL8	0	0	0	0	0	0	0	0	0	0	0	0
TTLL9	0.42	0.47	3.31	0.31	0.49	0.79	0.26	0	0.11	1.06	0.46	0.15
TTN	0.87	0.59	0.86	0.63	1.18	1.11	1.31	0.21	0.44	0.97	0.5	0.88
TTPA	0	0	0	0	0	0	0	0	0	0	0	0
TTPAL	1.75	0.09	0	0.17	1.9	2.68	0	1.34	7.06	4.63	1.03	2.58
TTR	0	0	0	0	0	0	0	0	0	0	0	0
TTTY1	0	0	0	0	0	0	0	0	0	0	0	0
TTTY11	0	0	0	0	0	0	0	0	0	0	0	0
TTTY12	0	0	0	0	0	0	0	0	0	0	0	0
TTTY13	0	0	0	0	0	0	0	0	0	0	0	0
TTTY14	0	0	0	0	0	0	0	0	0	0	0	0
TTTY15	0	0	0	0	0	0	0	0	0	0	0	0
TTTY2	0	0	0	0	0	0	0	0	0	0	0	0
TTTY3	0	0	0	0	0	0	0	0	0	0	0	0
TTTY4	0	0	0	0	0	0	0	0	0	0	0	0
TTTY5	0	0	0	0	0	0	0	0	0	0	0	0
TTTY6	0	0	0	0	0	0	0	0	0	0	0	0
TTTY8	0	0	0	0	0	0	0	0	0	0	0	0
TTTY9A	0	0	0	0	0	0	0	0	0	0	0	0
TTYH1	3.01	2.84	0	3.59	0	4.71	0	8.62	6.43	0	0	0
TTYH2	0	9.31	2.94	0	0	0.13	2.53	0	0	0	0.51	0
TTYH3	1.08	0.29	0	3.63	2.33	0.05	0	0.7	4.78	0	0.04	0
TUB	0	0	0	0	0	0	0	0	0	0	0	0
TUBA1A	2.31	2.2	7.53	0.77	0.77	0.98	0	0	0	0	0	0
TUBA1B	2.07	0.68	0.15	4.09	0.36	0.79	14.09	0	0	0.26	0	0.32
TUBA1C	0.39	1.28	0	1.58	0	0.65	9.54	0	1.47	0.05	0.72	0
TUBA3C	0	0	0	0	0	0	0	0	0	0	0	0
TUBA3D	0	0	0	0	0	0	0	0	0	0	0	0
TUBA3E	0	0	0	0	0	0.31	0	0	0	0	0	0
TUBA3FP	0	0	0	0	0	0	0	0	0	0	0	0
TUBA4A	2.79	2.81	2.62	3.16	2.58	1.1	0.91	2.89	5.07	3.8	4.4	0.85
TUBA4B	0	0	0	0	0	1.48	0	0	0	0	0	0.32
TUBA8	0	0	0	0	0	0	0	0	0	0	0	0
TUBAL3	0	0	0	0	0	0	0	0	0	0	0	0
TUBB	1.37	0.22	0.34	2.86	3.63	2.09	0.7	0	11.65	3.92	2.06	2.54
TUBB1	1.54	0.54	1.51	1.02	2.37	0.97	0	0.42	0.91	2.54	0.92	0.29
TUBB2A	0	0	0	0	0	0	0	0	0	0	0	0
TUBB3	0	0	0	0	0	0	0	0	0	0	0	0
TUBB4A	0.51	0	0	1.47	0.59	0	0	0	0	2.53	0	0
TUBB4B	0	0	2.05	1.64	2	0.45	1.6	5.42	2.56	1.01	1.13	2.38
TUBB6	11.16	8.28	2.74	27.02	25.37	9.22	30.2	11.38	14.19	12.28	8.01	7.66
TUBD1	0	4.43	0	2.29	0.56	2.17	0	0	0	0	0	0
TUBE1	0	0	0	0	0	0	0	0	0	0	0	0
TUBG1	0	0	0	0	0	0	0	0	0.88	0.36	0	0
TUBG2	0	0	0	0	0	0	0	0	4.52	0	0	0
TUBGCP2	4.64	4.32	1.78	3.04	5.9	6.43	4.62	4.37	2.09	9.47	1.87	14.68
TUBGCP3	1.13	0.11	6.98	0	0	0	0	0	0	0	0.66	0.53
TUBGCP4	0.07	6.49	1.01	9.46	5.11	3.57	14.86	18.91	3.83	1.89	3.14	0.84
TUBGCP5	0	0	0	0	0	0	0	0	0	0	0	0
TUBGCP6	1.22	4.1	0.43	4.13	1.08	0.71	0	0	1.26	0.68	1.91	0
TUFM	0	4.5	0.88	7.62	2.19	0.8	0	28.18	4.96	8.74	0.36	0
TUFT1	0	0	0	0	0	0	0	0	0	4	0.1	0
TUG1	0.13	0.13	0.23	2.66	1.18	0.65	0.08	0.7	1.88	0.96	1.42	0.18
TULP1	0	0	0	0	0	0	0	0	0	0	0	0
TULP2	0	6.39	2.64	1.68	7	13.88	0	0	0.28	2.88	1.98	14.76
TULP3	0	0	0	0	0.15	0	0	0	0	0	0	0
TULP4	0.52	0	0	0	0	0	0	0	0	0	0	0.46
TUSC2	0	0	0	0	0	0	0	0	0	0	0	0
TUSC3	0	0	0	0	0	0	0	0	0	0	0	0
TUT1	4.45	0	0	3.13	0.89	0	0	0	0	0	0	0
TUT4	0.42	0.05	0	0.31	0.83	0	0.31	0.09	0.58	0.37	1.14	0.7
TUT7	0.53	0.66	0	0.8	1.88	0.56	0	0	0.05	0	0	2.22
TVP23B	0	0	0	0	0	0	0	0	0	0	0	0
TVP23C	0	0	0	0	0	0.15	0	0	0	0	0	0
TWF1	0	0	0	1.3	0	0	0	0	0	1.67	0	0
TWF2	0	1.36	1.37	0.77	0	0.33	0	0	1.15	0	0.93	0
TWIST1	0	0	0	0	0	0	0	0	0	0	0	0
TWIST2	0	0	0	0	0	0	0	0	0	0	0	0
TWNK	4.4	2.09	1.23	10.51	1.83	4.66	12.49	0	0	0	4.15	0
TWSG1	0	0	0	0	0	0	0	0	0	0	0	0
TXK	0	0	0	0	0	0	0	0	0	0	0	0
