gene	Hugo_Cell_2016-Pt1	Hugo_Cell_2016-Pt2	Hugo_Cell_2016-Pt4	Hugo_Cell_2016-Pt5	Hugo_Cell_2016-Pt6	Hugo_Cell_2016-Pt7	Hugo_Cell_2016-Pt8	Hugo_Cell_2016-Pt9	Hugo_Cell_2016-Pt10	Hugo_Cell_2016-Pt12	Hugo_Cell_2016-Pt13	Hugo_Cell_2016-Pt14	Hugo_Cell_2016-Pt15	Hugo_Cell_2016-Pt19	Hugo_Cell_2016-Pt20	Hugo_Cell_2016-Pt22	Hugo_Cell_2016-Pt23	Hugo_Cell_2016-Pt25	Hugo_Cell_2016-Pt27A	Hugo_Cell_2016-Pt27B	Hugo_Cell_2016-Pt28	Hugo_Cell_2016-Pt29	Hugo_Cell_2016-Pt31	Hugo_Cell_2016-Pt32	Hugo_Cell_2016-Pt35	Hugo_Cell_2016-Pt37	Hugo_Cell_2016-Pt38
TTC28	2.033585	2.31048	7.021625	3.809925	3.092485	3.973875	2.05317	1.53978	4.524425	0.605245	1.53183	2.14379	1.18103	2.93704	1.24404	3.26251	1.01442	2.25551	4.15873	3.975945	0.509366	2.79905	2.6123	13.2464	2.76468	2.74922	1.69872
TTC29	0.00773445	0	0	0	0.12868255	0	0.153089	0	0	0	0	0.2216215	0	0	0.0311328	0.0354389	0.00979105	0.01536315	0.02487695	0	0.0379141	0.06375145	0	0.196758	0	0	0.0361306
TTC3	35.3171	24.2738	10.2332	40.6486	63.6289	14.52815	12.5278	16.78185	36.81455	23.10255	24.3592	14.10375	35.7948	10.01808	15.7462	24.05365	21.54335	9.27746	13.86515	18.8362	9.99091	46.3124	9.27641	44.347	14.1226	52.7504	26.0009
TTC30B	4.809935	2.860475	3.137885	3.156295	2.44431	2.519855	1.598895	3.023045	6.493725	2.911775	3.190065	1.96286	1.465255	1.29135	2.00958	2.720745	1.295455	0.5562075	3.30965	4.186325	2.06982	1.34234	0.659888	1.86477	1.79141	0.885087	1.07866
TTC31	10.8534	12.5475	9.020055	10.3423	7.19298	8.6571650000000009	6.508415	7.324715	5.88985	9.15019	6.92582	7.93583	6.865925	17.24715	8.70225	10.6632	10.46115	10.08061	9.15841	9.59835	7.47121	7.71657	6.29645	10.246	9.37768	13.7334	11.4343
TTC32	1.818395	3.203875	2.86737	1.39694	1.04746	9.249605	7.852535	9.2738	2.840795	9.647795	1.96579	7.4566	12.5859	3.87084	8.4991	2.508945	7.30389	4.65208	4.882695	6.242905	5.137305	4.68631	1.70502	6.59997	1.22009	3.4321	3.88896
TTC33	5.20161	6.403205	3.966065	5.482535	4.280275	3.735225	2.38022	4.88756	4.611715	3.49302	4.060035	3.127235	4.15982	1.450785	3.64866	3.52749	3.84683	2.89568	3.36284	4.57437	1.545245	4.20966	0.593513	3.08162	0.79953	1.8683	1.93698
TTC36	0.0986007	38.1604	0.0794355	0	0.02255625	0.3042115	0.2082485	0.1805317	0.268114	0.04002955	0.145974	0.197681	0.140765	0	0.2403785	0.1288028	0.348175	0	0.195289	0.04284025	0.887811	0.1608385	0	0.484052	0.148598	0	0.169973
TTC37	21.67845	14.86415	12.02595	13.50965	17.73705	9.52804	10.9586	11.63865	13.2368	14.98825	15.63055	11.9641	14.3627	3.70398	10.9057	16.20475	11.06735	5.1239	17.08835	22.2925	8.713575	13.08495	2.53432	6.94084	9.01615	8.0536	9.49668
TTC38	5.896655	32.0905	13.0985	10.8619	10.08795	12.6997	8.14798	19.2469	13.704650000000001	8.71894	10.5191	8.863265	10.33945	34.4836	25.2859	11.02595	7.64966	10.65695	7.470495	7.45438	11.90285	17.33075	12.5748	22.1736	11.0218	13.8385	10.248
TTC39A	0.8854675	0.11060675	0.0286872	0.14842945	2.452885	26.55185	0.7940255	7.3422	0.1955015	0.101469	0.1527435	0.243816	83.4499	0.7734745	0.7417465	0.1538905	41.0406	21.40705	1.57302	2.644435	21.73875	21.57675	59.3108	0.120762	1.54502	23.6449	1.05303
TTC39B	1.23481	2.64736	0.492977	0.7201685	1.24632	0.4091975	2.02043	0.754332	0.9675665	1.050947	1.16326	1.0682	1.015098	0.6853645	1.552205	1.33103	1.472445	0.2210415	0.760045	0.9366345	13.68365	1.019413	0.408402	0.648561	0.783675	0.469436	2.73599
TTC39C	8.74822	24.3977	2.7079	7.690535	2.57529	7.46469	6.20701	10.2492	12.03555	14.47535	5.06741	5.189075	4.96266	4.753035	10.54435	3.072145	6.35859	16.5363	11.3636	10.0537	19.8901	7.27101	3.84975	10.4159	3.45841	15.4762	16.3082
TTC4	23.04545	9.247875	11.60105	17.5255	12.0593	13.30315	15.16535	10.87465	11.6002	15.8232	17.9776	16.82295	15.8075	13.7377	11.6683	10.6206	9.61652	15.2215	9.2922	10.32595	16.9998	10.36245	9.05518	12.43	14.557	14.2908	11.3735
TTC5	5.45479	10.01179	16.44075	8.785805	15.37225	3.688455	3.16245	8.85055	6.843255	9.56269	7.14789	3.947175	8.72696	6.335235	5.837955	9.2819	2.639095	3.793175	6.37569	7.600715	4.568655	4.09663	7.34867	8.52174	9.60745	7.62537	5.37058
TTC7A	5.243565	3.13391	1.576465	3.683915	2.900635	3.660155	3.379065	3.51905	2.99555	8.505645	6.08046	4.90021	1.97982	7.454425	6.96014	7.24907	6.597195	2.935505	6.31167	5.317085	15.50065	3.393825	3.63751	4.10329	2.32206	4.11259	18.7028
TTC7B	9.528105	10.7829	11.70115	9.765225	16.4461	7.53296	12.1035	7.375505	4.56507	4.707585	5.372815	8.733015	8.621025	10.9575	14.561	7.26495	10.7505	6.68139	13.95755	10.3786	6.49119	10.44945	13.5048	9.37215	9.79829	19.8258	3.49134
TTC8	11.6807	19.17705	12.11285	12.2868	20.39185	4.46795	8.7034	25.1338	9.32049	19.5913	7.123605	6.86904	5.368055	5.123965	9.456195	8.091025	4.64585	3.311725	10.93835	12.94925	4.37213	5.83841	2.63773	5.85948	11.582	4.44774	2.74481
TTC9B	0.2105315	0.04149585	0	0.241116	0	0.0610445	0.549047	0	0.02186575	1.183965	0.0234904	0.02668255	0.0617865	0.874548	0	0.0657922	2.57455	0	0.03650725	0.04017315	0.3055895	0	1.35512	0	0	0.399678	0
TTF1	4.13212	4.031395	8.649745	5.16394	4.702305	14.98945	4.881985	4.682485	9.23804	6.57645	5.21247	5.477665	4.09142	1.695065	5.127485	5.63149	6.14149	5.86997	6.705615	6.19937	4.87887	6.277875	11.6419	6.04214	6.63508	9.85423	13.8709
TTF2	3.15705	3.79842	4.66879	3.77711	2.32114	3.34239	2.50154	3.49471	8.438555	1.953875	4.019505	7.02247	5.30012	3.38262	4.47645	5.07482	4.043955	3.629445	4.309605	3.51455	3.65774	5.44476	1.74914	2.45837	4.95723	3.59897	5.04362
TTI1	7.37044	6.18817	14.40315	9.455075	6.44335	5.73223	3.8621	5.73654	11.26565	8.10687	5.12763	12.8478	9.554825	3.923135	3.97367	6.78945	5.47049	9.76173	5.41788	5.57599	4.331065	6.46778	6.8536	6.32258	11.3278	7.02745	6.86748
TTI2	8.05947	6.46738	11.3779	7.2601	6.34724	4.47005	10.199785	7.992325	4.270935	11.67065	6.19146	4.696275	4.845555	6.609275	5.75011	8.29045	5.6261	11.74045	5.18048	5.952855	5.64356	4.3692	6.8745	5.21466	6.89417	7.44932	8.0402
TTK	3.686525	1.054527	4.186555	3.493665	2.939705	5.04113	2.53034	3.809035	5.672295	5.37329	2.50544	12.46735	2.83365	1.932095	1.39868	3.015755	6.775875	3.941655	6.376895	3.93518	3.94817	4.987995	2.64681	1.72	4.7576	0.833323	3.38209
TTL	27.65595	24.19255	9.39985	17.338	25.76645	17.84025	11.1054	17.8416	43.14105	46.18745	18.51655	14.2693	16.64425	10.85295	7.91218	11.4763	16.74395	3.81019	16.46435	14.73265	14.3404	7.940215	7.88632	12.3908	19.3438	13.7691	14.4317
TTLL1	7.389385	3.126755	9.14308	12.4272	7.02674	20.7333	3.187225	5.32703	10.08643	5.000165	4.51095	4.586985	8.695515	12.42395	5.65352	3.681425	3.53568	9.820815	3.37308	2.667585	2.029915	5.46543	4.89207	10.2273	7.538	12.4592	3.63349
TTLL11	1.431395	1.96887	3.208525	1.076232	1.136643	1.568525	2.722205	0.963959	3.897975	1.38574	1.426845	2.651335	1.552955	1.0201	2.09075	1.83502	1.87933	2.71221	2.146475	2.43364	2.755435	2.17906	1.40941	1.21909	1.32187	1.23033	2.30052
TTLL12	11.27265	10.7698	20.5547	27.83225	13.4568	18.5385	12.8264	11.2406	34.4844	11.03235	7.126725	24.9529	20.2745	68.3541	9.52357	9.350135	20.2257	20.13805	12.10135	10.1095	50.67435	21.63345	39.8058	28.1222	29.5512	12.8169	11.1546
TTLL2	0	0.1478101	0.00634565	0	0	0	0.0257344	0.004771165	0.0466935	0	0	0.00361076	0	0	0	0.01189515	0	0.0084735	0	0	0	0.014011	0.028328	0	0	0	0.0226127
TTLL3	2.439095	2.177365	3.698295	0.613868	0.5202685	3.960055	3.140755	3.20315	3.788775	1.693745	2.1195	1.49054	2.775505	2.227125	3.77276	2.52879	2.66624	6.426715	1.72727	3.252945	1.696955	2.617585	0.465624	2.80435	0.487196	1.73158	2.5643
TTLL4	17.72195	5.119695	14.0915	11.4882	4.527085	5.5407400000000004	22.37315	9.42905	14.83755	10.87055	6.98229	5.005705	11.69245	27.8335	7.860065	8.756655	4.82492	18.65865	6.97744	10.02079	3.50358	3.52622	7.1219	8.3847	27.8654	19.1611	4.01694
TTLL5	5.859495	4.079095	6.68611	8.84935	15.41735	2.720155	2.39238	5.627665	3.8223	14.4008	5.92565	6.28176	3.289245	3.182825	2.375915	5.212475	3.001545	2.397975	7.57334	7.79034	4.75474	1.547245	4.39361	3.68556	5.92207	3.4112	3.66322
TTLL7	3.398585	0.248411	0.523972	1.3153	0.666579	2.081885	0.864983	0.5429305	0.601425	2.07563	1.926515	2.7071	0.301987	0.3485075	0.299856	0.91895	0.699845	0.00618115	2.651855	2.451265	0.134462	0.3024705	0.518337	0.46886099999999997	1.99035	0.845808	0.639268
TTLL9	0.03569365	0	0.025772	0	0.00675385	0	0.06241	0.05799985	0.06204625	0.0816732	0	0.0370347	0.0658936	0	0.02046475	0.00819305	0.04062565	0	0.0283699	0	0.02284605	0.09079765	0	0	0.0689061	0	0.0414841
TTN	0.04911345	0.0719491	0.0506943	0.02258315	0.05155395	0.01142865	0.142852	0.0935333	0.23928	0.1171835	0.0881432	0.353551	0.257752	0.693306	0.2130735	0.08445445	0.0744138	0.01775715	0.0800599	0.118304	0.06153175	0.0978055	0.0146577	0.0417834	0.111893	0.0237771	0.3366
TTPA	0.1034157	35.3961	0.807698	0.0852039	0.0232578	0.00743825	1.899445	0.03691355	0.06865325	0	0.280837	0.02910935	0.1541445	0.01720095	0.667611	0.7305025	0.9627125	0.520401	0.659817	1.032846	0.4333035	0.3069675	0.284391	0.0639638	0.02467	0.0361014	0.0611555
TTPAL	4.01996	5.778385	5.584115	3.64976	4.84999	2.94701	3.733015	3.19066	6.57255	5.42249	3.86909	4.81703	3.475225	4.6331	4.46518	4.943625	2.49248	2.63491	3.125215	3.735845	5.56707	3.68558	3.26404	5.11767	8.23307	3.55483	5.58503
TTR	0.652253	1612.675	1.022009	3.799535	0	0.03155385	0.10759175	22.3731	0.5621345	0.4095185	6.667575	0	0.2546825	0.1063145	0.5013665	0.825384	0.309744	0.4999865	0.12111375	0.434531	24.5779	40.0728	0.345194	0	1.32992	0.10708	0
TTYH1	3.503855	50.87755	15.8271	0.2506105	0.1297255	0.05817135	23.26125	2.93792	0.0272059	0.489258	14.7804	0.0888911	0.2390215	0.425208	0.1218091	5.259985	0.049577	3.111755	0.0725331	0.06812385	1.47363	0.05234355	0.38692	0.176426	1.46374	0.0683815	0.164813
TTYH2	22.52255	8.82927	27.4988	25.228	29.8851	60.4628	47.91185	11.0212	12.69955	15.52845	3.83809	0.9164415	36.4181	24.86085	13.25765	14.7374	11.32495	8.627385	20.6174	48.664	2.029785	12.25685	24.2358	3.22796	26.1452	15.9871	5.09802
TTYH3	27.52	35.57075	103.9715	39.3152	67.4618	104.422	67.4429	28.0439	49.40485	75.54785	43.2601	53.1977	36.43475	920.9385	48.60035	52.42915	119.9675	73.00055	36.50735	30.32785	20.0167	115.176	399.796	100.019	77.4882	71.0983	34.0217
TUB	0.411855	0.2114505	4.219475	0.03175645	0.359651	0.998828	1.352955	0.618207	6.019285	0.3314405	0.43226	0.4498375	3.46541	1.848465	1.51893	1.675705	1.974195	1.514115	0.181045	0.1064732	0.422043	1.832555	0.722617	1.14953	0.284305	0.0270192	2.36206
TUBA1A	265.5795	239.4455	272.004	75.6836	50.29775	411.4075	420.037	176.6335	232.2195	169.0945	281.8505	375.2675	229.994	134.104	241.124	187.678	187.712	237.6385	212.1525	206.2865	116.0125	159.2775	179.349	295.706	232.42	91.0402	103.402
TUBA1B	188.861	421.4125	249.3815	104.78	190.5295	602.4125	844.169	445.0595	460.571	627.219	239.912	1088.74	247.4615	357.1385	605.8555	323.8375	330.656	412.81	651.597	426.288	532.055	415.283	660.861	413.713	1162.03	293.182	491.42
TUBA1C	78.82905	140.2485	89.7625	77.0032	60.55275	269.28	330.8055	150.4565	230.865	280.513	112.4015	808.642	88.0591	97.24905	203.538	84.0121	84.43215	73.2729	251.991	176.003	818.2255	151.92	392.701	151.187	492.873	164.688	189.019
TUBA3C	0.0079956	0	0	0.7750565	0.1538455	0	0	17.9865	0	0	0	0.361879	0.0193765	0	0	0	0.0318882	0	18.71285	0.8017535	0	0	0	0	0.0422013	0	0
TUBA3D	0.02350325	0.0559442	0.0775655	0	0.04736	0.091918	0.171525	0	0.053768	0.0138172	0.00926605	0.03481355	0	0	0	0.0095711	0.0923066	0.0222935	0.07471545	0.1434925	0.0264521	0	0	0.202573	0.0412262	0.0580292	0.10025
TUBA3FP	0.0923813	0.8745445	1.63366	0.0419509	0.0787791	0.1378755	0.3316835	1.128315	4.264035	0.3366415	0.156007	0.208827	0.2856715	0.04360805	0.073194	0.3847325	0.6233695	0.3531395	0.294284	0.454212	0.1226465	0.2546725	0.585077	6.76233	0.88919	0.223738	0.22854
TUBA4A	3.750155	5.921175	2.722335	0.4861575	2.009545	1.5683	6.63555	7.8532400000000004	2.019265	0.9409065	3.51842	10.12819	2.423745	4.911605	19.5028	7.0301	6.52592	5.86358	5.31888	3.765565	378.0325	3.84239	6.70386	20.9784	3.30064	4.4344	34.9062
TUBA4B	0.0180346	0	0	0	0	0	0	0	0.0347329	0	0	0	0.0193297	0	0	0.01184595	0	0	0	0.0133815	0.03119635	0.183871	0	0.071477	0	0	0.0553581
TUBA8	0.824221	0.540416	5.22009	0.64649	0.4757045	2.639995	29.2833	0.94982	1.90941	64.7541	0.174536	0.152156	0.716904	3.78458	0.669312	0.4170625	3.30452	2.268535	0.3298045	0.3348455	0.5812295	4.52053	3.09666	5.484	1.85711	0.411878	1.45291
TUBAL3	0.0160988	0	0	0.0087959	0.01645735	0	0	0	0	0	0	0.167219	0.0416965	0.02385485	0.03827305	0.0281187	0	0.01737975	0.10961855	0.0613664	0.2273175	0.0116628	0	0	0	0	0
TUBB	9.124335	5.79004	41.39985	19.3194	24.708	6.88402	8.48878	6.97933	6.038255	6.775105	12.7206	23.3377	16.29215	32.89315	6.812045	20.78535	9.183045	21.30065	11.19875	8.053555	5.691525	11.3608	38.4687	12.1042	18.6639	16.0122	9.41266
TUBB1	0.198294	0.316561	2.768685	2.39865	1.64305	0.3251985	0.4486005	0.2657025	0.4716285	0.7979765	0.290519	0.5511495	0.594724	0.261568	0.303467	0.320724	1.009458	0.24064	0.233088	0.37147	0.245638	0.3933875	0.0990601	1.86954	0.210873	0.0230921	0.162802
TUBB2A	57.24355	43.97145	47.70545	33.86085	100.34545	137.578	60.16785	67.2859	43.4792	37.2152	142.541	45.4133	89.04145	99.0556	48.9568	27.5804	31.5558	29.52425	79.06265	83.6439	207.3045	29.60675	233.583	56.1414	67.0917	82.6702	35.8385
TUBB3	64.63425	46.07105	68.0642	14.6179	43.77855	203.678	30.7565	20.9498	62.7828	65.8026	53.35095	232.583	81.683	198.3325	4.14786	13.30275	33.3563	18.36965	34.29995	24.72245	31.71155	14.0707	228.062	88.1024	45.108	80.2348	5.77713
TUBB4A	34.94345	40.2671	38.50535	35.5257	28.2533	59.4807	41.42355	23.17345	4.906565	8.88561	2.4389	0.03891615	70.9616	251.386	47.28	31.51685	29.00085	885.1875	39.4704	42.46625	1.0797075	54.42425	111.097	0.323082	50.7964	474.298	5.89514
TUBB4B	49.38035	48.9884	110.4785	47.4992	95.8485	261.983	124.103	77.889	204.6535	102.959	66.72035	383.31	82.73875	196.8915	105.881	83.08705	70.3346	125.442	159.308	113.5175	451.0615	131.207	532.701	86.7826	142.597	119.048	124.164
TUBB6	74.87955	18.94145	27.38745	28.0595	30.5666	70.7518	57.72725	29.5298	69.5466	93.14265	86.6006	309.847	67.00675	36.34425	44.3798	57.2282	116.5805	84.32185	45.65995	33.20895	455.704	41.057	108.681	45.2925	61.3644	25.0751	39.9039
TUBD1	4.54818	3.65648	4.13243	4.02513	1.270705	3.259835	3.11174	2.212455	5.52151	2.989385	3.10581	1.8434	2.65364	2.15289	3.75674	2.52688	1.871935	1.523555	2.34906	3.03877	5.299605	8.5941	3.59579	15.8401	2.77522	4.59688	5.77452
TUBE1	5.129975	11.1606	3.29691	3.51751	3.51763	3.68274	4.29549	9.802195	4.85919	6.883305	5.4413	7.460515	2.57912	2.95354	3.58168	3.76546	2.592885	1.55992	4.99576	5.847935	3.938855	5.103965	1.96618	2.73397	5.06112	2.64175	3.84475
TUBG1	20.62755	11.8413	27.52265	21.35235	27.31735	28.0106	26.43345	24.8977	25.7769	19.57125	22.47515	43.74815	27.1843	98.2188	14.7673	23.6136	38.37515	57.15795	17.07825	10.8026	55.80355	13.91885	73.0696	25.0038	37.9988	53.5066	17.0034
TUBG2	8.415875	9.449315	6.431475	11.2141	10.8913	10.49685	15.64305	13.32585	9.52389	6.28747	17.4257	11.4334	11.7418	36.90935	7.12094	12.6991	13.1783	17.3677	6.32748	4.974655	13.41885	5.45078	21.0756	27.4248	17.3702	18.5306	6.56596
TUBGCP2	11.79655	12.9774	13.92155	11.87875	15.82395	15.5225	11.69605	9.592465	9.7766	14.0814	9.38264	34.96075	16.73805	29.7846	14.3494	11.1433	13.4556	17.33915	13.58625	12.705	25.4507	11.4072	19.9487	12.3664	10.6769	20.2403	15.9269
TUBGCP3	10.43075	9.869815	13.56485	17.17855	12.46145	6.90766	12.61165	6.38141	6.86524	8.24937	9.21475	7.945965	5.51303	5.987485	9.00353	9.04023	6.40952	8.39426	15.0598	17.9833	7.34639	9.022705	8.39832	6.24961	19.162	7.16332	8.39034
TUBGCP4	6.40554	4.02016	10.18695	9.200205	9.50157	2.664075	2.64266	3.24596	3.118575	5.61279	4.125345	3.75721	2.500985	5.96043	2.69431	3.48433	1.97157	1.815035	7.52767	9.18776	3.00937	2.3279	8.65127	4.36059	7.80401	8.14136	7.11411
TUBGCP5	6.300945	5.7606	5.888675	6.510835	10.6799	3.242335	3.656795	9.35562	4.67988	9.355525	4.60081	2.28744	3.95497	3.84801	5.64061	4.635445	2.48247	2.71316	4.825355	5.397135	5.075325	3.04986	2.04088	2.24143	6.28383	4.2558	5.08827
TUBGCP6	5.44439	6.62999	7.28841	4.064175	5.79303	13.90475	5.362935	9.20432	10.9277	8.46167	5.69601	5.055335	14.90535	19.1938	9.88182	5.5281	6.09237	8.6174	5.154075	8.398035	8.17987	15.52425	4.49399	9.93523	8.71512	6.53197	10.4683
TUFM	81.5681	115.9515	102.0845	98.7386	96.4516	99.037	169.124	178.6235	67.4867	82.69275	66.58865	121.3885	143.8635	163.3845	62.57005	72.7556	108.951	291.5915	85.2351	80.2504	139.9275	81.12885	243.19	74.3838	107.732	162.759	98.5076
TUFT1	4.020415	5.03158	8.13079	8.371485	4.146245	3.120835	3.933235	3.431615	2.522965	3.846745	2.585615	7.32498	5.74865	5.273275	6.154965	2.001825	8.046645	4.649995	3.464225	2.614845	34.72055	2.08273	1.79581	2.11602	4.53712	0.190017	0.782772
TULP1	0.00520675	0	0.0373976	0	0	0	0.07645115	0	0.0052019	0.009482	0	0.0200661	0.0631137	0.03996355	0.0560508	0.0278876	0.155147	0.02010135	0	0	0.33562	0.10264985	0.0458968	0.0436328	0.0582727	0	0
TULP2	0.0197017	0.0166462	0	0	0	0	0	0	0.0064597	0.0236996	0.0327718	0	0.01581155	0.02294145	0	0.024144	0.02618625	0	0.01772335	0.01979975	0	0.0451383	0.0519489	0	0	0	0
TULP3	13.96455	10.3122	14.09775	12.24725	10.36205	19.762	9.93025	7.32401	11.19435	18.58525	17.2005	13.9099	5.728825	14.74995	11.10535	13.41015	8.37788	14.98335	11.18965	12.0425	6.42821	6.69763	9.20995	11.2426	16.5305	5.34721	6.56966
TULP4	4.309265	3.868485	4.09012	2.899245	6.379625	7.699335	2.93665	2.545025	2.119265	4.137905	3.83996	2.70155	6.546645	6.8611	3.029955	3.461795	2.57206	8.974775	4.204985	4.86562	4.71998	9.94471	3.6760100000000002	4.81203	11.1505	20.2875	3.9814
TUSC2	21.5802	18.2845	23.0728	17.75405	17.3838	24.40045	34.98085	33.61555	11.6576	21.82925	15.7018	22.3469	46.1639	38.65865	28.2991	10.66515	19.38015	25.899	13.8232	12.76525	20.4372	22.64795	32.9525	12.3754	14.3209	23.5149	24.2886
TUSC3	29.3675	20.3185	38.7581	24.7123	25.73855	0.569174	45.4796	50.6737	51.98345	59.7276	52.26015	20.1634	1.003199	7.90373	10.5107	39.65025	30.57555	12.5885	31.93215	37.1849	4.00401	15.03985	12.0644	31.6969	14.8778	0.420585	9.49021
TUT1	6.97626	7.377285	8.57973	6.468515	8.51164	7.91783	10.61205	10.4635	8.55461	7.34163	7.81533	9.272265	8.829845	25.5603	7.93869	8.83453	5.182955	15.1888	7.411575	8.161765	8.58248	6.13263	10.4022	12.9039	11.68	22.8893	11.6619
TVP23B	13.8824	21.3616	13.54275	29.4443	42.31955	16.5222	18.84085	17.0043	36.28405	19.62715	23.721800000000002	18.65895	11.1575	31.2312	18.3567	18.59885	11.4775	6.62083	5.689565	7.76763	19.179	21.4723	6.86595	11.8851	20.7258	9.20045	12.942
TVP23C	3.86485	5.726295	3.54606	7.48696	8.904405	5.52036	5.558795	5.761915	10.7721	6.1364	6.51897	5.50552	3.949835	9.074935	5.60687	5.04208	4.97469	3.3773	1.442045	1.929085	6.18073	5.267375	2.57682	3.66985	4.8456	2.59817	4.76979
TWF1	40.21385	43.59895	16.748	36.09105	58.22735	15.97385	26.36735	31.92595	39.26285	45.46605	35.7335	50.5173	21.17385	21.11115	23.3459	30.89505	32.64365	16.6105	34.78635	36.62645	66.9636	32.3685	7.17587	12.4766	73.6008	9.17043	14.4286
TWF2	41.82875	27.9948	25.7786	43.6162	26.87485	70.30595	66.9738	45.6274	46.3643	61.10205	47.66115	67.94845	77.9444	88.1883	72.309	35.66805	80.11655	83.1594	46.32515	35.91255	42.48525	40.6778	129.36	55.0448	31.5568	71.3689	74.8483
TWIST1	14.08685	14.06045	5.163275	0.8917325	9.12	78.2694	32.7953	15.1628	46.87605	6.86593	32.3506	12.52995	42.9765	21.89945	16.70745	5.945905	10.079135	8.18771	17.17565	21.9222	4.11982	8.39765	16.5348	63.1082	8.12992	19.0439	5.1978
TWIST2	8.4461	1.441585	0.205347	0.0548229	6.49899	2.432505	4.70834	5.817625	18.77985	2.313565	1.0458135	10.63795	0.235738	1.1033005	0.6882805	4.822405	5.40206	33.00955	3.84021	0.913317	5.78674	0.6983815	4.03415	0.856493	0.759356	0.350224	1.27703
TWSG1	21.74805	12.804	6.439415	16.34615	12.22495	18.88905	7.468705	17.99945	16.6226	17.75635	22.135	29.43595	8.289195	6.521085	6.13584	20.1232	19.68885	3.95041	5.839495	3.971955	11.31865	14.1968	3.8802	14.1089	5.56082	1.52321	4.9074
TXK	0.486788	0.2681135	0.4497385	0.0428443	0.761429	0.3029815	0.2156685	0.2906935	0.204817	0.07163815	0.290646	0.2814175	0.311991	0.2425555	0.247286	0.528011	0.2004305	0.11273555	0.66589	0.192274	0.4209115	0.5563315	0.0846067	0.069636	0.42153	0.079513	1.5504
TXLNA	32.9265	15.8535	13.73705	17.73305	22.6074	30.9527	30.6288	21.3706	24.87435	34.7885	38.452	23.2685	31.7617	59.2915	24.55665	22.5205	22.68285	18.1759	25.7835	26.74955	27.39125	17.107	22.329	46.0814	25.4511	29.3738	23.7361
TXLNB	0.5768665	0.465603	0.733057	0.0918591	0.292878	0.03361025	0.9718465	1.54015	0.466596	1.595175	0.8449505	1.32166	0.363767	0.4993055	0.332011	0.7159825	0.244257	0.1575695	0.1053322	0.144007	0.1421675	0.335119	0.142889	1.43791	0.174845	0.108861	0.904515
TXLNG	7.439925	8.82665	8.360945	4.853945	7.174995	5.81361	6.282	6.985805	6.75251	7.30953	4.70926	12.9824	3.66749	4.449425	4.3156	4.536675	3.55555	3.946245	5.138585	5.680525	4.23586	4.38223	3.39397	5.33371	4.6851	6.57064	12.1715
TXN	189.0175	326.2555	304.187	156.046	230.561	464.5035	190.6745	99.7539	235.639	114.806	247.3665	365.048	178.479	369.374	238.3715	160.253	393.9365	345.2835	255.3295	226.2795	508.574	335.655	220.791	56.4728	229.085	400.649	192.058
TXN2	49.75495	88.0456	94.61485	69.08935	50.4171	59.9074	67.1961	87.43745	101.835	64.0618	46.49905	54.15595	112.948	231.4155	84.41245	57.16555	53.8637	99.7985	48.07955	45.27225	100.26735	89.6846	148.01	118.388	118.557	99.5576	60.6073
TXNDC11	18.9976	19.65695	13.1528	28.98125	14.108	16.6099	26.54325	19.1872	12.6166	13.2185	12.8501	13.2092	15.4641	8.605995	24.5275	19.90915	10.5214	13.8688	17.5085	18.0256	13.5593	15.90205	17.9042	10.3578	13.5472	27.1885	25.2093
TXNDC12	52.48945	37.8428	25.8679	40.7416	36.94045	44.5318	59.1474	39.5652	56.61225	35.68295	44.47615	22.75695	47.9937	54.66245	33.7478	35.7521	29.91305	43.02535	34.3778	33.05945	28.52865	37.4898	21.3756	39.5767	45.8047	32.0159	28.5975
TXNDC15	26.6191	27.6612	10.7912	19.4888	18.81705	14.28505	17.17565	46.91565	43.83325	24.31545	31.686	14.1225	35.3007	7.050625	21.41505	24.5778	10.9386	21.12185	14.78695	16.7529	8.18141	17.91775	8.49963	16.3587	7.81236	12.22	14.1152
TXNDC16	3.24408	5.149395	3.561485	7.398265	4.201055	2.79989	1.864395	3.70204	1.70633	0.602881	2.70767	1.815855	1.288295	0.6360475	2.202805	3.394515	3.48886	1.16515	5.9313650000000004	9.20682	1.0037695	4.13451	0.335537	1.07028	1.18455	1.87	1.01175
TXNDC17	9.68914	16.05075	14.9072	17.9615	23.41575	19.01205	16.47825	32.8219	21.49495	21.10595	20.34205	15.4151	28.16135	24.92155	13.644	19.5194	29.49385	24.70095	8.19561	6.049705	71.5367	16.60195	17.7024	42.9941	13.7031	14.2826	12.3134
TXNDC2	0.01514055	0.05168055	0.0076538	0	0.03607805	0.024857	0	0	0.02373205	0.0100532	0.03419885	0.1108062	0	0	0.0165189	0.0884277	0.05270845	0	0.0209028	0.0235068	0.03883945	0.02814625	0.0729752	0.189471	0	0	0.0583004
TXNDC5	86.6255	98.96965	193.148	218.233	165.0545	54.00345	79.43865	74.08965	146.1575	45.8523	102.448	114.5125	92.6733	109.3435	368.725	306.68	72.1145	112.739	121.3415	122.555	84.5374	228.4895	108.72	110.969	236.114	206.011	104.786
TXNDC9	14.95605	21.332	12.56425	20.8749	14.9451	27.5187	13.9206	19.5641	40.8433	24.39535	16.3495	27.3178	28.8285	10.081445	21.22495	16.66605	26.7639	10.02707	17.45335	16.9238	32.3348	13.37165	3.68115	11.2291	19.713	8.77447	14.0999
